,Unnamed: 0,NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost
363,405.0,wt040_101,0.094237,0.06669299999999999,0.0,0.0,0.000729,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,40,4,434918,0
364,406.0,wt040_106,0.078943,0.059488,0.0,0.0,0.000416,0.058948,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,1,40,2,78780,0
365,407.0,wt040_096,1.162518,1.102287,0.506329,0.506337,0.562651,0.027126,0.380669,0.000083,36265,36268,0.000083,96,4/10/2019,4,1,0.8,5,40,4,36762,3236
366,408.0,wt040_106,0.092553,0.064438,0.0,0.0,0.0,0.063888,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,2,40,2,78780,0
367,409.0,wt040_106,0.08101900000000001,0.056775,0.0,0.0,0.00035,0.055854,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,4,40,2,78780,0
368,410.0,wt040_106,0.0887,0.064579,0.0,0.0,0.0004730000000000001,0.06347799999999999,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,3,40,2,78780,0
369,411.0,wt040_106,0.105777,0.082412,0.0,0.0,0.000683,0.08065399999999999,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,5,40,2,78780,0
370,413.0,wt040_096,3.229474,3.149081,2.600413,2.600419,0.5113270000000001,0.036123,1.817501,0.000106,66110,66117,0.000106,408,4/10/2019,4,1,0.8,2,40,2,66556,3858
371,414.0,wt040_096,1.1171799999999998,1.080898,0.465648,0.46566,0.5763189999999999,0.035311,0.331786,0.000083,36265,36268,0.000083,98,4/10/2019,4,1,0.8,7,40,4,36762,3266
372,415.0,wt040_106,0.09547,0.076524,0.0,0.0,0.0,0.076387,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,6,40,2,78780,0
373,416.0,wt040_106,0.05057,0.039517,0.0,0.0,0.001921,0.037398,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,1,40,4,41562,0
374,417.0,wt040_106,0.098055,0.069266,0.0,0.0,0.0006929999999999999,0.067439,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,7,40,2,78780,0
375,418.0,wt040_106,0.095453,0.071483,0.0,0.0,0.000659,0.06979199999999999,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,8,40,2,78780,0
376,419.0,wt040_106,0.05388,0.030844,0.0,0.0,0.001793,0.028467000000000006,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,2,40,4,41562,0
377,420.0,wt040_096,1.072855,1.024585,0.416596,0.416609,0.576596,0.025658,0.318544,0.000055,36266,36268,0.000055,79,4/10/2019,4,1,0.8,8,40,4,36762,3346
378,421.0,wt040_106,0.057606,0.038413,0.0,0.0,0.0,0.038331,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,3,40,4,41562,0
379,422.0,wt040_106,0.052143,0.035985,0.0,0.0,0.001952,0.033072000000000004,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,4,40,4,41562,0
380,424.0,wt040_106,0.067312,0.051301,0.0,0.0,0.000123,0.05103,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,5,40,4,41562,0
381,425.0,wt040_106,0.06464199999999999,0.048344,0.0,0.0,0.001221,0.046571,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,6,40,4,41562,0
382,426.0,wt040_106,0.06118,0.045706,0.0,0.0,0.001876,0.042678,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,7,40,4,41562,0
383,427.0,wt040_106,0.060192,0.047779,0.0,0.0,0.000924,0.046297000000000005,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,8,40,4,41562,0
384,428.0,wt040_106,0.185563,0.118484,0.0,0.0,0.000663,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,40,2,849260,0
385,429.0,wt040_096,1.290422,1.242173,0.6370819999999999,0.637088,0.568912,0.032978,0.528057,0.000055,36266,36268,0.000055,88,4/10/2019,4,1,0.8,6,40,4,36762,3280
386,430.0,wt040_091,5.491531,5.422728,4.530703,4.530707,0.836007,0.051135,3.615994,0.000345,26066,26075,0.000345,425,4/10/2019,4,1,0.8,5,40,2,70494,4020
387,431.0,wt040_106,0.088779,0.052428,0.0,0.0,0.001439,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,40,4,422340,0
388,432.0,wt040_096,3.292261,3.242634,2.6791150000000004,2.679123,0.504201,0.057636,1.964147,0.000242,66101,66117,0.000242,406,4/10/2019,4,1,0.8,5,40,2,66556,9768
389,433.0,wt040_096,1.511748,1.475601,0.786604,0.786612,0.605518,0.0,0.669912,0.000055,36266,36268,0.000055,84,4/10/2019,4,1,0.8,10,40,4,416349,24251
390,434.0,wt040_096,3.340143,3.279217,2.73528,2.735287,0.48948,0.053831,1.9361,0.000242,66101,66117,0.000242,403,4/10/2019,4,1,0.8,7,40,2,66556,9360
391,435.0,wt040_096,3.560142,3.503454,2.973917,2.973922,0.485166,0.043182,2.187547,0.000106,66110,66117,0.000106,424,4/10/2019,4,1,0.8,8,40,2,66556,7160
392,436.0,wt040_091,6.523498,6.417524,5.487896,5.487903,0.8608809999999999,0.063579,4.548329,0.000000,26075,26075,0.000000,469,4/10/2019,4,1,0.8,6,40,2,70494,2530
393,437.0,wt040_111,1.435943,1.355704,0.330932,0.330944,0.992678,0.029312,0.172914,0.007329,11189,11271,0.007329,129,4/10/2019,4,1,0.8,1,40,4,40338,8051
394,439.0,wt040_111,1.413597,1.349311,0.296373,0.29638000000000003,1.02078,0.029558,0.121682,0.007329,11189,11271,0.007329,143,4/10/2019,4,1,0.8,3,40,4,40338,8035
395,440.0,wt040_111,1.649772,1.589379,0.515095,0.5151020000000001,1.036627,0.031254000000000004,0.345402,0.005262,11212,11271,0.005262,148,4/10/2019,4,1,0.8,2,40,4,40338,6692
396,441.0,wt040_111,1.296549,1.236187,0.25078,0.250787,0.956164,0.028417,0.105554,0.005262,11212,11271,0.005262,135,4/10/2019,4,1,0.8,4,40,4,40338,6842
397,442.0,wt040_111,2.110362,2.037728,1.190582,1.190588,0.789668,0.051528,0.536284,0.003578,17887,17951,0.003578,359,4/10/2019,4,1,0.8,3,40,2,77258,8348
398,443.0,wt040_096,5.214551,5.121773,4.5323720000000005,4.532385,0.5079199999999999,0.07979299999999999,3.692668,0.000106,66110,66117,0.000106,408,4/10/2019,4,1,0.8,6,40,2,66556,6606
399,444.0,wt040_111,1.594604,1.541881,0.5511699999999999,0.551181,0.949682,0.040854,0.393996,0.005262,11212,11271,0.005262,133,4/10/2019,4,1,0.8,6,40,4,40338,7092
400,445.0,wt040_111,2.013356,1.972149,0.898174,0.898185,1.028143,0.043604,0.7273189999999999,0.007329,11189,11271,0.007329,145,4/10/2019,4,1,0.8,5,40,4,40338,8680
401,446.0,wt040_111,2.582023,2.453636,1.6128559999999998,1.612953,0.793496,0.04129,0.901989,0.003017,17897,17951,0.003017,379,4/10/2019,4,1,0.8,4,40,2,77258,8224
402,447.0,wt040_111,2.609535,2.482771,1.640554,1.6405610000000002,0.791606,0.048582,0.99438,0.003578,17887,17951,0.003578,344,4/10/2019,4,1,0.8,1,40,2,77258,8352
403,449.0,wt040_111,1.514715,1.457838,0.472075,0.47208,0.948084,0.032777,0.307325,0.007329,11189,11271,0.007329,143,4/10/2019,4,1,0.8,7,40,4,40338,8640
404,450.0,wt040_091,7.874097,7.756792999999999,6.774334,6.7743410000000015,0.8657100000000001,0.0,5.764346,0.000000,26075,26075,0.000000,501,4/10/2019,4,1,0.8,10,40,2,812450,42628
405,451.0,wt040_111,1.7644669999999998,1.7161540000000002,0.71024,0.710244,0.962282,0.042677,0.533084,0.005262,11212,11271,0.005262,135,4/10/2019,4,1,0.8,8,40,4,40338,7086
406,452.0,wt040_111,3.322168,3.245323,2.397916,2.397923,0.799581,0.042966,1.7007759999999998,0.003017,17897,17951,0.003017,372,4/10/2019,4,1,0.8,2,40,2,77258,8310
407,453.0,wt040_111,3.325996,3.237228,2.367946,2.367952,0.808802,0.059424,1.725342,0.003578,17887,17951,0.003578,359,4/10/2019,4,1,0.8,7,40,2,77258,9462
408,454.0,wt040_111,2.296859,2.236193,1.208282,1.208294,0.969482,0.0,1.032288,0.005262,11212,11271,0.005262,142,4/10/2019,4,1,0.8,10,40,4,430070,37258
409,455.0,wt040_116,1.126432,1.034017,0.35888000000000003,0.358887,0.658554,0.014573,0.165233,0.003992,15533,15595,0.003992,177,4/10/2019,4,1,0.8,1,40,4,35244,7308
410,456.0,wt040_116,2.248986,2.144153,1.246376,1.246383,0.8495950000000001,0.043253,0.615742,0.005166,25744,25877,0.005166,354,4/10/2019,4,1,0.8,1,40,2,65040,12808
411,458.0,wt040_116,2.150114,2.057611,1.157363,1.157368,0.848824,0.045447,0.499735,0.005166,25744,25877,0.005166,358,4/10/2019,4,1,0.8,3,40,2,65040,12907
412,459.0,wt040_116,0.956476,0.89989,0.214043,0.214049,0.64686,0.034383,0.051482000000000014,0.003992,15533,15595,0.003992,178,4/10/2019,4,1,0.8,3,40,4,35244,7338
413,460.0,wt040_111,4.278356,4.217694,3.308034,3.308046,0.8387,0.068411,2.5044470000000003,0.003017,17897,17951,0.003017,379,4/10/2019,4,1,0.8,8,40,2,77258,8484
414,461.0,wt040_116,2.268964,2.156416,1.290109,1.290114,0.821174,0.041634,0.637048,0.003529,25786,25877,0.003529,333,4/10/2019,4,1,0.8,4,40,2,65040,17310
415,462.0,wt040_116,1.188156,1.075787,0.403272,0.403275,0.6521140000000001,0.019986,0.219186,0.003604,15539,15595,0.003604,172,4/10/2019,4,1,0.8,2,40,4,35244,7002
416,463.0,wt040_116,1.129728,1.02926,0.351916,0.351922,0.645757,0.029514,0.16843699999999998,0.003604,15539,15595,0.003604,175,4/10/2019,4,1,0.8,4,40,4,35244,7338
417,464.0,wt040_111,4.698462,4.644919,3.793052,3.793059,0.7921020000000001,0.058546,3.055034,0.003578,17887,17951,0.003578,380,4/10/2019,4,1,0.8,5,40,2,77258,9434
418,466.0,wt040_116,3.397017,3.304403,2.417508,2.4175150000000003,0.839945,0.042286,1.681699,0.004464,25762,25877,0.004464,389,4/10/2019,4,1,0.8,2,40,2,65040,12928
419,467.0,wt040_116,1.373881,1.337651,0.642573,0.6425770000000001,0.650609,0.034622,0.4531270000000001,0.003992,15533,15595,0.003992,178,4/10/2019,4,1,0.8,7,40,4,35244,8428
420,468.0,wt040_116,1.406627,1.3661530000000002,0.70612,0.706133,0.635836,0.020199,0.5181399999999999,0.003604,15539,15595,0.003604,172,4/10/2019,4,1,0.8,6,40,4,35244,7768
421,469.0,wt040_116,1.443711,1.408221,0.728167,0.728173,0.648437,0.031439,0.526129,0.003992,15533,15595,0.003992,177,4/10/2019,4,1,0.8,5,40,4,35244,8392
422,470.0,wt040_111,5.585873,5.528825,4.658519,4.658528,0.793162,0.07155,3.864749,0.003017,17897,17951,0.003017,374,4/10/2019,4,1,0.8,6,40,2,77258,8544
423,471.0,wt040_116,1.456042,1.4036879999999998,0.726815,0.726819,0.640343,0.034946,0.540833,0.003604,15539,15595,0.003604,175,4/10/2019,4,1,0.8,8,40,4,35244,7988
424,472.0,wt040_116,3.418939,3.354334,2.472782,2.472788,0.8331219999999999,0.046489,1.861556,0.003529,25786,25877,0.003529,333,4/10/2019,4,1,0.8,8,40,2,65040,13954
425,473.0,wt040_116,3.787412,3.658106,2.79615,2.796155,0.812812,0.04473,2.161957,0.005166,25744,25877,0.005166,354,4/10/2019,4,1,0.8,5,40,2,65040,15076
426,474.0,wt040_121,1.872554,1.808188,1.228303,1.228309,0.544706,0.030405,0.528972,0.000434,64491,64519,0.000434,379,4/10/2019,4,1,0.8,1,40,2,66244,6130
427,475.0,wt040_116,3.734337000000001,3.618155,2.718069,2.718076,0.8510620000000001,0.047245,2.07001,0.005166,25744,25877,0.005166,358,4/10/2019,4,1,0.8,7,40,2,65040,15180
428,476.0,wt040_121,1.861131,1.762629,1.196685,1.196691,0.531081,0.0328,0.494181,0.000434,64491,64519,0.000434,386,4/10/2019,4,1,0.8,3,40,2,66244,6000
429,477.0,wt040_116,2.236369,2.168262,1.466573,1.466579,0.6388050000000001,0.0,1.272675,0.003604,15539,15595,0.003604,173,4/10/2019,4,1,0.8,10,40,4,387065,35499
430,478.0,wt040_121,0.964008,0.903966,0.187281,0.187289,0.686519,0.028121,0.073654,0.000784,35736,35764,0.000784,105,4/10/2019,4,1,0.8,1,40,4,36678,5702
431,479.0,wt040_096,8.952846000000003,8.776207000000001,8.047147,8.047155,0.5092979999999999,0.0,7.220312,0.000106,66110,66117,0.000106,387,4/10/2019,4,1,0.8,10,40,2,825207,46786
432,480.0,wt040_121,2.163669,2.0585560000000003,1.480284,1.48029,0.534231,0.042292,0.763406,0.000186,64507,64519,0.000186,406,4/10/2019,4,1,0.8,4,40,2,66244,4324
433,481.0,wt040_121,1.087815,1.031324,0.292091,0.292098,0.704963,0.028054000000000003,0.176172,0.000700,35739,35764,0.000700,113,4/10/2019,4,1,0.8,2,40,4,36678,5616
434,483.0,wt040_121,0.8995860000000001,0.851619,0.132766,0.13277,0.6909069999999999,0.026675,0.034492,0.000784,35736,35764,0.000784,106,4/10/2019,4,1,0.8,3,40,4,36678,5682
435,484.0,wt040_121,2.48027,2.41071,1.83467,1.834678,0.542662,0.032242,1.150508,0.000186,64507,64519,0.000186,400,4/10/2019,4,1,0.8,2,40,2,66244,4070
436,485.0,wt040_121,1.061001,0.976751,0.244816,0.244822,0.712861,0.015862,0.134473,0.000700,35739,35764,0.000700,128,4/10/2019,4,1,0.8,4,40,4,36678,5712
437,486.0,wt040_121,1.154586,1.110382,0.387,0.387006,0.678292,0.038605,0.26792,0.000784,35736,35764,0.000784,105,4/10/2019,4,1,0.8,5,40,4,36678,7464
438,488.0,wt040_121,1.0771389999999998,1.016299,0.315695,0.3157,0.665465,0.029566,0.217927,0.000784,35736,35764,0.000784,106,4/10/2019,4,1,0.8,7,40,4,36678,7442
439,489.0,wt040_121,1.1992040000000002,1.166649,0.449614,0.449622,0.682546,0.029009,0.339304,0.000700,35739,35764,0.000700,113,4/10/2019,4,1,0.8,6,40,4,36678,7054
440,490.0,wt040_121,3.237071,3.172444,2.5754740000000003,2.575482,0.542378,0.0535,1.863273,0.000434,64491,64519,0.000434,379,4/10/2019,4,1,0.8,5,40,2,66244,10450
441,491.0,wt040_121,1.493453,1.449122,0.741216,0.741224,0.67586,0.021357,0.58434,0.000700,35739,35764,0.000700,128,4/10/2019,4,1,0.8,8,40,4,36678,7006
442,493.0,wt040_121,3.01048,2.930332,2.3382970000000003,2.33831,0.528118,0.05793300000000001,1.5974,0.000434,64491,64519,0.000434,386,4/10/2019,4,1,0.8,7,40,2,66244,10204
443,494.0,wt040_121,1.830404,1.770057,1.025969,1.025978,0.681826,0.0,0.886626,0.000700,35739,35764,0.000700,107,4/10/2019,4,1,0.8,10,40,4,431552,33078
444,495.0,wt050_001,1.80292,1.59287,0.987393,0.987398,0.5223270000000001,0.07865599999999999,0.40122,0.029221,1232,1268,0.029221,177,4/10/2019,4,1,0.8,3,50,2,110258,51476
445,496.0,wt040_116,6.05926,5.9544120000000005,4.960851,4.960858999999999,0.843924,0.0,4.288608,0.003529,25786,25877,0.003529,369,4/10/2019,4,1,0.8,10,40,2,761441,56548
446,497.0,wt050_001,1.999447,1.7444110000000002,1.133634,1.1336389999999998,0.5291359999999999,0.07534400000000001,0.592567,0.029221,1232,1268,0.029221,170,4/10/2019,4,1,0.8,4,50,2,110258,54472
447,498.0,wt040_116,6.446687,6.3618760000000005,5.467144,5.46715,0.831766,0.058578,4.761457,0.004464,25762,25877,0.004464,389,4/10/2019,4,1,0.8,6,40,2,65040,14466
448,499.0,wt040_121,3.706227,3.625653,3.02521,3.025218,0.5438430000000001,0.056502,2.268727,0.000186,64507,64519,0.000186,406,4/10/2019,4,1,0.8,8,40,2,66244,7674
449,500.0,wt050_001,2.444089,2.197913,1.5622280000000002,1.562235,0.545343,0.089404,0.995253,0.029221,1232,1268,0.029221,167,4/10/2019,4,1,0.8,1,50,2,110258,53150
450,501.0,wt050_001,1.4006,1.196555,0.403583,0.40359,0.728672,0.059161,0.136199,0.010296,777,785,0.010296,86,4/10/2019,4,1,0.8,1,50,4,55434,25156
451,502.0,wt040_111,9.344524,9.179485,8.150233,8.150241000000001,0.8206610000000001,0.0,7.364260000000002,0.003017,17897,17951,0.003017,369,4/10/2019,4,1,0.8,10,40,2,856990,54812
452,503.0,wt050_001,1.255154,1.083105,0.304897,0.304902,0.729308,0.043737,0.043991,0.010296,777,785,0.010296,84,4/10/2019,4,1,0.8,3,50,4,55434,25153
453,504.0,wt050_001,1.576848,1.40447,0.598572,0.59858,0.7436689999999999,0.056439,0.333728,0.010296,777,785,0.010296,83,4/10/2019,4,1,0.8,2,50,4,55434,25706
454,505.0,wt040_121,4.592326,4.544042,3.92207,3.922076,0.561042,0.056322,3.149594,0.000186,64507,64519,0.000186,400,4/10/2019,4,1,0.8,6,40,2,66244,7744
455,506.0,wt050_001,2.337714,2.253373,1.627355,1.627365,0.523925,0.096722,1.218383,0.029221,1232,1268,0.029221,177,4/10/2019,4,1,0.8,7,50,2,110258,53192
456,507.0,wt050_001,1.46515,1.238787,0.4573,0.457307,0.732118,0.047517,0.194315,0.010296,777,785,0.010296,84,4/10/2019,4,1,0.8,4,50,4,55434,25926
457,508.0,wt050_001,3.027614,2.750984,2.13173,2.131736,0.515216,0.101912,1.577356,0.029221,1232,1268,0.029221,172,4/10/2019,4,1,0.8,2,50,2,110258,52462
458,510.0,wt050_001,1.490518,1.466425,0.650563,0.650571,0.7367859999999999,0.070427,0.43312,0.010296,777,785,0.010296,88,4/10/2019,4,1,0.8,5,50,4,55434,26194
459,511.0,wt050_001,3.168076,3.1229310000000003,2.455312,2.455319,0.5293100000000001,0.135096,2.046235,0.029221,1232,1268,0.029221,165,4/10/2019,4,1,0.8,5,50,2,110258,54660
460,512.0,wt050_001,1.337407,1.281295,0.510641,0.5106470000000001,0.711641,0.053615,0.31311500000000003,0.010296,777,785,0.010296,84,4/10/2019,4,1,0.8,7,50,4,55434,26194
461,513.0,wt050_001,2.809213,2.757452,2.063206,2.063212,0.541696,0.148862,1.714423,0.029221,1232,1268,0.029221,170,4/10/2019,4,1,0.8,8,50,2,110258,55014
462,514.0,wt050_001,1.522504,1.486198,0.688617,0.6886220000000001,0.7259180000000001,0.070954,0.496296,0.010296,777,785,0.010296,83,4/10/2019,4,1,0.8,6,50,4,55434,26394
463,515.0,wt050_001,1.466816,1.432427,0.641983,0.641988,0.714545,0.070474,0.435984,0.010296,777,785,0.010296,84,4/10/2019,4,1,0.8,8,50,4,55434,26346
464,516.0,wt050_001,3.506006,3.449167,2.777705,2.7777130000000003,0.538972,0.129522,2.416967,0.029221,1232,1268,0.029221,162,4/10/2019,4,1,0.8,6,50,2,110258,53312
465,517.0,wt050_001,2.338886,2.270671,1.38906,1.389068,0.742213,0.0,1.194337,0.010296,777,785,0.010296,86,4/10/2019,4,1,0.8,10,50,4,855304,282380
466,519.0,wt050_006,2.032728,1.94854,0.5058159999999999,0.5058229999999999,1.390213,0.045245,0.246769,0.002290,8298,8317,0.002290,111,4/10/2019,4,1,0.8,1,50,4,55040,13499
467,520.0,wt050_006,2.842723,2.658228,1.482299,1.482304,1.105058,0.066307,0.665437,0.000771,14261,14272,0.000771,374,4/10/2019,4,1,0.8,3,50,2,107308,27100
468,521.0,wt050_006,2.138704,1.969657,0.454855,0.4548680000000001,1.458984,0.048438,0.158661,0.002290,8298,8317,0.002290,117,4/10/2019,4,1,0.8,3,50,4,55040,13559
