NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt050_041,50,4,126.08682281299843,125.058151,98.100150999999997,46.401574000000053,2.4982560000000014,26.775989000000003,0.17566899999999919,13.305309000000591,7.163587999999848,0,21806,21806,0.0010558692557932393,21806,21783,13333,338,28,21/05/20,5000,1,0.80000000000000004,4,29661,3591,0,0,0,0,0,110,0,0,
wt050_046,50,4,28.431076840002788,28.291271000000002,6.2199440000000017,4.3467079999999996,1.8699479999999973,21.915998999999999,0.14932800000000057,1.006434999999918,0.16844799999999083,0,44455,44455,6.7488526948900193e-05,44455,44452,1794,325,2,21/05/20,5000,1,0.80000000000000004,4,26540,1347,0,0,0,0,0,110,0,0,
wt050_051,50,4,0.20943023099971469,0.18263599999999999,0.041086000000000011,0.034079999999999999,0.034083000000000002,0.0013970000000000024,0.133802,0.033900000000000013,0.026784999999999975,0,0,0,-0.99999999979999998,0,5000,2,2,0,21/05/20,5000,1,0.80000000000000004,4,25194,0,0,0,0,0,0,110,0,0,
wt050_056,50,4,65.779161571001168,65.351689000000007,49.025627000000007,24.511349999999965,0.64554100000000147,16.214457999999997,0.10585199999999872,12.82491300000034,6.5960509999999957,0,570,570,0.059479553792788936,570,538,6456,259,21,21/05/20,5000,1,0.80000000000000004,4,26349,11773,0,0,0,0,0,110,0,0,
wt050_061,50,4,170.88650795799913,169.59285700000001,132.47003100000001,74.239674000000065,1.5958529999999982,36.999549000000002,0.12086800000000153,23.205661999999798,10.753113000000447,0,7898,7898,0.0061146496807497255,7898,7850,28498,287,69,21/05/20,5000,1,0.80000000000000004,4,32396,6481,0,0,0,0,0,110,0,0,
wt050_066,50,4,22.838448290989618,22.689579000000002,2.2074940000000005,2.1994350000000011,2.1994380000000007,20.387730999999999,0.089016000000000872,0.48293500000002254,0.018415000000000958,5.2032171567819798,3730,23138,-0.999761583690987,23138,97048730,362,362,0,21/05/20,5000,1,0.80000000000000004,4,23722,0,0,0,0,0,0,110,0,0,
wt050_071,50,4,54.150510277002468,53.789082999999998,27.371715999999999,15.698033999999954,1.0679209999999983,26.301447,0.11054999999999993,3.212161000000016,1.1702800000000231,0,42645,42645,0.00046920821113268722,42645,42625,6724,295,7,21/05/20,5000,1,0.80000000000000004,4,25627,3518,0,0,0,0,0,110,0,0,
wt050_076,50,4,0.20565821300260723,0.18387200000000001,0.03439399999999998,0.028992999999999991,0.028994999999999993,0.0014680000000000006,0.141683,0.028835999999999973,0.023834999999999995,0,0,0,-0.99999999979999998,0,5000,2,2,0,21/05/20,5000,1,0.80000000000000004,4,30362,0,0,0,0,0,0,110,0,0,
wt050_081,50,4,28.665545784999267,28.539175,1.4067179999999979,1.1502869999999987,0.94548500000000146,26.997105000000001,0.13260100000000108,0.53436599999997014,0.084959000000001339,0,495,495,0.035564853482081896,495,478,266,222,1,21/05/20,5000,1,0.80000000000000004,4,31663,12851,0,0,0,0,0,110,0,0,
wt050_086,50,4,52.142563247994985,51.838207999999995,16.556201000000001,10.803667000000011,2.1657210000000049,35.164102,0.11166199999999549,2.3487459999998137,0.74754499999998814,0,8369,8369,0.0049231508159314182,8369,8328,5000,306,11,21/05/20,5000,1,0.80000000000000004,4,29955,3472,0,0,0,0,0,110,0,0,
wt050_091,50,4,24.156079335007234,24.013503999999998,3.9069360000000017,3.386131000000006,2.3034929999999996,19.984739000000001,0.11733499999999708,0.91087500000001498,0.11498600000000536,0,26551,26551,0.00018835229412384719,26551,26546,858,333,1,21/05/20,5000,1,0.80000000000000004,4,31733,1564,0,0,0,0,0,110,0,0,
wt050_096,50,4,36.041410640013055,35.881142000000004,7.6863630000000001,5.3249359999999939,1.4038189999999986,28.017135,0.17169000000000167,1.2071009999999127,0.26961299999999966,0,50326,50326,0.00027826363491258025,50326,50312,1707,258,4,21/05/20,5000,1,0.80000000000000004,4,29286,2626,0,0,0,0,0,110,0,0,
wt050_101,50,4,0.17004786799952853,0.129334,0.02301099999999999,0.020040000000000002,0.020040000000000002,0.00095899999999999978,0.101466,0.019934000000000007,0.016599000000000003,0,0,0,-0.99999999979999998,0,5000,2,2,0,21/05/20,5000,1,0.80000000000000004,4,27013,0,0,0,0,0,0,110,0,0,
wt050_106,50,4,0.1596954709966667,0.12968199999999999,0.034145999999999996,0.027471999999999996,0.027474999999999999,0.0012249999999999987,0.089323,0.027178999999999995,0.019216999999999984,0,0,0,-0.99999999979999998,0,5000,2,2,0,21/05/20,5000,1,0.80000000000000004,4,31395,0,0,0,0,0,0,110,0,0,
wt050_111,50,4,84.588064540002961,84.20200899999999,21.806578000000002,14.444465000000172,2.5604530000000025,62.264907999999998,0.12459600000000393,3.7099650000000679,1.6664470000000051,0,10069,10069,0.0021897083704399611,10069,10047,7341,314,12,21/05/20,5000,1,0.80000000000000004,4,32995,2319,0,0,0,0,0,110,0,0,
wt050_116,50,4,69.375467473000754,68.900548999999998,39.058762000000002,21.655156000000023,0.7225740000000016,29.737648999999998,0.10008600000000101,5.3425529999998851,2.2277160000001679,0,11552,11552,0.0028648320164194087,11552,11519,9861,213,17,21/05/20,5000,1,0.80000000000000004,4,26568,4018,0,0,0,0,0,110,0,0,
wt050_121,50,4,38.777097810001578,38.556026000000003,12.468152,8.4800899999999899,2.1528740000000006,25.985586000000001,0.096976000000001505,1.8852890000003271,0.54628400000002841,0,23792,23792,0.0010097610231820195,23792,23768,3558,340,4,21/05/20,5000,1,0.80000000000000004,4,27900,3325,0,0,0,0,0,110,0,0,
