NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_076,0.012141,0.010234,0.000000,0.000000,0.000753,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,40,4,20824,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_076,0.107591,0.089855,0.000000,0.000000,0.001212,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,40,4,388970,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_066,5.743272,5.259925,4.316117,4.316121,0.811092,0.000000,3.696054,0.119618,0.004241,35130,35279,0.004241,316,22/6/2020,3,1,0.800000,10,40,2,804360,74688,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_071,3.487712,2.919967,2.310161,2.310195,0.529034,0.076915,1.612793,0.030827,0.000355,47935,47952,0.000355,419,22/6/2020,3,1,0.800000,4,40,2,49311,4973,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_071,2.243083,2.032886,1.346204,1.346208,0.614014,0.000000,1.134114,0.044952,0.000075,26740,26742,0.000075,211,22/6/2020,3,1,0.800000,10,40,4,354238,20440,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_081,1.227976,1.179339,0.287970,0.287973,0.883586,0.000000,0.071199,0.001386,0.339246,451,604,0.339246,206,22/6/2020,3,1,0.800000,9,40,2,37339,17029,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_081,0.951634,0.832679,0.128541,0.128544,0.694631,0.000000,0.025399,0.000513,0.087523,537,584,0.087523,165,22/6/2020,3,1,0.800000,9,40,4,19699,5428,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_081,1.977154,1.681310,0.822392,0.822451,0.801635,0.052287,0.634791,0.033911,0.081481,540,584,0.081481,176,22/6/2020,3,1,0.800000,4,40,4,36573,8586,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_081,2.702192,2.428737,1.611603,1.611645,0.715441,0.098866,1.280985,0.053592,0.339246,451,604,0.339246,230,22/6/2020,3,1,0.800000,4,40,2,65504,27147,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_071,6.418970,5.476996,4.776219,4.776223,0.585017,0.000000,4.073861,0.104313,0.000355,47935,47952,0.000355,398,22/6/2020,3,1,0.800000,10,40,2,699058,42580,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_081,2.758274,2.151328,1.256185,1.256195,0.823077,0.000000,1.040082,0.056388,0.073529,544,584,0.073529,166,22/6/2020,3,1,0.800000,10,40,4,368119,39829,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_086,2.421697,1.694472,0.633112,0.633116,1.053540,0.000000,0.117750,0.001664,0.011202,5981,6048,0.011202,354,22/6/2020,3,1,0.800000,9,40,2,38818,5496,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_081,4.826597,3.811899,2.791713,2.791717,0.865942,0.000000,2.417659,0.094786,0.339246,451,604,0.339246,234,22/6/2020,3,1,0.800000,10,40,2,730180,155239,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_086,1.555962,1.147955,0.217767,0.217772,0.918691,0.000000,0.039263,0.000997,0.005936,4717,4745,0.005936,206,22/6/2020,3,1,0.800000,9,40,4,20338,1974,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_086,2.810099,2.069889,1.021640,1.021698,0.956245,0.086630,0.786522,0.032959,0.005510,4719,4745,0.005510,208,22/6/2020,3,1,0.800000,4,40,4,37296,3369,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_086,4.725549,3.605247,2.499882,2.499920,0.992070,0.110247,1.955470,0.049087,0.008672,5996,6048,0.008672,312,22/6/2020,3,1,0.800000,4,40,2,71024,7891,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_091,2.401141,1.943245,0.801983,0.801987,1.132828,0.000000,0.130983,0.001680,0.000921,26051,26075,0.000921,401,22/6/2020,3,1,0.800000,9,40,2,41138,2922,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_086,3.363662,2.708571,1.611095,1.611100,1.015935,0.000000,1.343584,0.060274,0.005510,4719,4745,0.005510,209,22/6/2020,3,1,0.800000,10,40,4,379657,24939,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_091,2.210890,2.099149,1.117016,1.117061,0.910185,0.067239,0.862105,0.030881,0.002378,15557,15594,0.002378,234,22/6/2020,3,1,0.800000,4,40,4,38241,5585,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_091,1.112466,1.050478,0.187780,0.187782,0.850768,0.000000,0.032616,0.000576,0.003475,15540,15594,0.003475,218,22/6/2020,3,1,0.800000,9,40,4,21498,3888,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_086,7.512164,6.127170,4.892901,4.892906,1.092406,0.000000,4.186949,0.122999,0.008672,5996,6048,0.008672,356,22/6/2020,3,1,0.800000,10,40,2,758959,51718,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_096,1.184039,1.152789,0.659318,0.659321,0.488070,0.000000,0.115328,0.001745,0.000454,66087,66117,0.000454,385,22/6/2020,3,1,0.800000,9,40,2,41788,4778,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_091,5.779804,4.934773,3.649421,3.649536,1.140428,0.137919,2.708299,0.045157,0.000000,26075,26075,0.000000,465,22/6/2020,3,1,0.800000,4,40,2,70336,655,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_091,2.704696,2.633427,1.591806,1.591809,0.959173,0.000000,1.345449,0.056269,0.002378,15557,15594,0.002378,205,22/6/2020,3,1,0.800000,10,40,4,401129,31442,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_096,1.431788,1.380451,0.480053,0.480095,0.831268,0.064252,0.373999,0.022979,0.000248,36266,36275,0.000248,109,22/6/2020,3,1,0.800000,4,40,4,36360,3173,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_096,1.015870,0.975628,0.124613,0.124617,0.843225,0.000000,0.022389,0.000835,0.000359,36262,36275,0.000359,122,22/6/2020,3,1,0.800000,9,40,4,21868,2263,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_101,0.013251,0.009805,0.000000,0.000000,0.000734,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,40,2,44177,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_101,0.129251,0.107766,0.000000,0.000000,0.000091,0.107336,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,4,40,2,73392,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_101,0.080589,0.068727,0.000000,0.000000,0.000544,0.066917,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,4,40,4,38253,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_101,0.011387,0.008654,0.000000,0.000000,0.000598,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,40,4,22897,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_101,0.248068,0.182931,0.000000,0.000000,0.000965,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,40,2,863480,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_096,3.171288,3.092013,2.408843,2.408880,0.576702,0.100149,1.773687,0.041197,0.000121,66109,66117,0.000121,415,22/6/2020,3,1,0.800000,4,40,2,61520,3675,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_106,0.012368,0.011667,0.000000,0.000000,0.001018,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,40,2,43032,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_101,0.105427,0.079056,0.000000,0.000000,0.000776,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,40,4,426708,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_106,0.149148,0.111754,0.000000,0.000000,0.001050,0.107195,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,4,40,2,81063,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_106,0.117991,0.096062,0.000000,0.000000,0.003456,0.088771,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,4,40,4,42340,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_106,0.013226,0.011739,0.000000,0.000000,0.003124,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,40,4,22232,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_106,0.200593,0.142972,0.000000,0.000000,0.000879,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,40,2,841050,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_106,0.095818,0.073016,0.000000,0.000000,0.002758,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,40,4,414130,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_096,1.907220,1.852710,0.871643,0.871647,0.902203,0.000000,0.746348,0.045070,0.000248,36266,36275,0.000248,105,22/6/2020,3,1,0.800000,10,40,4,408139,27037,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_111,1.609367,1.572100,0.583984,0.583987,0.977080,0.000000,0.115430,0.001691,0.004533,17868,17949,0.004533,344,22/6/2020,3,1,0.800000,9,40,2,43420,6097,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_111,1.843436,1.802550,0.875651,0.875700,0.842690,0.077986,0.729155,0.031834,0.005619,11212,11275,0.005619,163,22/6/2020,3,1,0.800000,4,40,4,43743,6909,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_091,8.244992,7.511659,6.206938,6.206940,1.147484,0.000000,5.306032,0.086751,0.000000,26075,26075,0.000000,532,22/6/2020,3,1,0.800000,10,40,2,804240,42218,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_111,1.041705,0.991756,0.185566,0.185569,0.798667,0.000000,0.035809,0.000882,0.008407,11181,11275,0.008407,192,22/6/2020,3,1,0.800000,9,40,4,22620,5176,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_096,6.229750,6.066025,5.240419,5.240423,0.664000,0.000000,4.444023,0.095657,0.000106,66110,66117,0.000106,428,22/6/2020,3,1,0.800000,10,40,2,816997,46441,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_111,3.928613,3.863848,2.707534,2.707565,1.001307,0.149360,2.169316,0.057412,0.002906,17897,17949,0.002906,346,22/6/2020,3,1,0.800000,4,40,2,84692,7522,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_116,1.535425,1.434349,0.579211,0.579215,0.847524,0.000000,0.117877,0.001505,0.005829,25733,25883,0.005829,362,22/6/2020,3,1,0.800000,9,40,2,38519,9304,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_111,2.246071,2.188324,1.247132,1.247136,0.870878,0.000000,1.085975,0.059296,0.005619,11212,11275,0.005619,150,22/6/2020,3,1,0.800000,10,40,4,421860,37231,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_116,1.024841,0.986991,0.127043,0.127047,0.848938,0.000000,0.025686,0.000776,0.003671,15525,15582,0.003671,155,22/6/2020,3,1,0.800000,9,40,4,20279,3894,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_116,2.960174,2.894629,1.939541,1.939569,0.843817,0.106696,1.494404,0.054808,0.003762,25786,25883,0.003762,315,22/6/2020,3,1,0.800000,4,40,2,68065,18592,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_116,1.892477,1.838752,0.656455,0.656508,1.118418,0.056651,0.525127,0.027998,0.002767,15539,15582,0.002767,145,22/6/2020,3,1,0.800000,4,40,4,38693,5912,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_111,5.759770,5.638917,4.741483,4.741486,0.789390,0.000000,4.105489,0.124590,0.002906,17897,17949,0.002906,349,22/6/2020,3,1,0.800000,10,40,2,848780,53975,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_116,2.091897,2.026699,0.870623,0.870627,1.098859,0.000000,0.733996,0.038234,0.002767,15539,15582,0.002767,147,22/6/2020,3,1,0.800000,10,40,4,378855,30540,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_121,1.757847,1.708553,0.686258,0.686262,1.008163,0.000000,0.114017,0.001115,0.000682,64484,64528,0.000682,383,22/6/2020,3,1,0.800000,9,40,2,43536,5752,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_121,1.603308,1.569555,0.671412,0.671460,0.819054,0.071847,0.531285,0.024202,0.000644,35739,35762,0.000644,152,22/6/2020,3,1,0.800000,4,40,4,39232,5134,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_121,1.034087,1.005103,0.170383,0.170387,0.821588,0.000000,0.035137,0.000841,0.000756,35735,35762,0.000756,181,22/6/2020,3,1,0.800000,9,40,4,22696,3314,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_001,0.796461,0.765510,0.164855,0.164859,0.593937,0.000000,0.088306,0.002380,0.029221,1232,1268,0.029221,147,22/6/2020,3,1,0.800000,9,50,2,69125,51706,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_121,3.346485,3.291393,2.346874,2.346912,0.818860,0.117767,1.697098,0.046771,0.000326,64507,64528,0.000326,343,22/6/2020,3,1,0.800000,4,40,2,67802,5131,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_116,5.157189,5.057335,4.006373,4.006377,0.925663,0.000000,3.417119,0.081237,0.003762,25786,25883,0.003762,342,22/6/2020,3,1,0.800000,10,40,2,753231,58018,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_121,1.985120,1.805069,1.002380,1.002383,0.737046,0.000000,0.862329,0.041367,0.000644,35739,35762,0.000644,150,22/6/2020,3,1,0.800000,10,40,4,423342,31647,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_001,2.288293,2.255470,1.489973,1.490011,0.597930,0.160919,1.243088,0.084700,0.029221,1232,1268,0.029221,160,22/6/2020,3,1,0.800000,4,50,2,84905,51641,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_001,1.340687,1.314144,0.361057,0.361090,0.840090,0.104771,0.258780,0.043880,0.010296,777,785,0.010296,53,22/6/2020,3,1,0.800000,4,50,4,48777,25367,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_001,1.071966,1.054176,0.063203,0.063206,0.974407,0.000000,0.018322,0.001168,0.010296,777,785,0.010296,57,22/6/2020,3,1,0.800000,9,50,4,35675,22889,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_001,1.681149,1.617293,0.644452,0.644454,0.836113,0.000000,0.541433,0.062360,0.010296,777,785,0.010296,46,22/6/2020,3,1,0.800000,10,50,4,842544,281870,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_006,1.543130,1.504305,0.392546,0.392549,1.103552,0.000000,0.109606,0.001625,0.001263,14254,14272,0.001263,329,22/6/2020,3,1,0.800000,9,50,2,68454,27939,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_121,6.387974,6.206362,5.116858,5.116861,0.952017,0.000000,4.344270,0.123158,0.000326,64507,64528,0.000326,362,22/6/2020,3,1,0.800000,10,40,2,851083,50537,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_006,1.694371,1.649407,0.129316,0.129321,1.512835,0.000000,0.028899,0.001380,0.002290,8298,8317,0.002290,128,22/6/2020,3,1,0.800000,9,50,4,35354,12180,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_006,2.430147,2.402495,0.760050,0.760124,1.578271,0.058088,0.573368,0.037502,0.002290,8298,8317,0.002290,141,22/6/2020,3,1,0.800000,4,50,4,53390,13669,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_001,5.222764,5.090293,4.068316,4.068320,0.717989,0.000000,3.683263,0.197639,0.029221,1232,1268,0.029221,159,22/6/2020,3,1,0.800000,10,50,2,1696188,538132,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_006,4.805479,4.733282,3.158365,3.158393,1.411255,0.157593,2.561458,0.059788,0.000771,14261,14272,0.000771,365,22/6/2020,3,1,0.800000,4,50,2,94397,28759,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_011,1.920795,1.829075,0.697716,0.697719,1.121182,0.000000,0.154447,0.001871,0.001304,23000,23030,0.001304,441,22/6/2020,3,1,0.800000,9,50,2,64132,16169,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_006,4.223099,4.153471,1.900534,1.900539,2.098649,0.000000,1.607123,0.125639,0.002290,8298,8317,0.002290,132,22/6/2020,3,1,0.800000,10,50,4,835062,118810,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_011,2.014739,1.932032,0.269466,0.269468,1.655752,0.000000,0.046139,0.000896,0.000699,12870,12879,0.000699,215,22/6/2020,3,1,0.800000,9,50,4,33232,6269,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_011,2.818263,2.759601,1.065789,1.065833,1.617832,0.070290,0.767871,0.035805,0.000622,12871,12879,0.000622,213,22/6/2020,3,1,0.800000,4,50,4,48660,6852,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_011,5.157175,5.101126,3.632481,3.632520,1.331300,0.132411,2.840565,0.056900,0.001304,23000,23030,0.001304,421,22/6/2020,3,1,0.800000,4,50,2,85726,16752,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_016,2.509674,2.353655,0.962703,0.962706,1.379215,0.000000,0.163876,0.001652,0.001348,46010,46072,0.001348,480,22/6/2020,3,1,0.800000,9,50,2,59810,9253,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_006,10.741640,10.484676,8.663679,8.663683,1.514961,0.000000,7.830144,0.230025,0.000771,14261,14272,0.000771,367,22/6/2020,3,1,0.800000,10,50,2,1679774,236424,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_011,5.445279,5.126219,2.721928,2.721932,2.258294,0.000000,2.267195,0.126402,0.000622,12871,12879,0.000622,214,22/6/2020,3,1,0.800000,10,50,4,785266,55191,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_016,2.588077,2.466357,1.224004,1.224057,1.172688,0.064443,0.894784,0.036858,0.000118,25373,25376,0.000118,214,22/6/2020,3,1,0.800000,4,50,4,46923,2116,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_016,2.047743,1.975318,0.468335,0.468339,1.492334,0.000000,0.057671,0.001303,0.000118,25373,25376,0.000118,239,22/6/2020,3,1,0.800000,9,50,4,31160,1441,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_016,5.596412,5.376367,3.801031,3.801071,1.482350,0.088191,2.900969,0.052575,0.001326,46011,46072,0.001326,458,22/6/2020,3,1,0.800000,4,50,2,75413,12348,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_011,10.190044,9.891104,8.032565,8.032569,1.542433,0.000000,7.191947,0.197486,0.001304,23000,23030,0.001304,415,22/6/2020,3,1,0.800000,10,50,2,1573834,131908,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_021,2.724205,2.619113,1.468194,1.468196,1.143487,0.000000,0.218793,0.002766,0.000099,111060,111071,0.000099,587,22/6/2020,3,1,0.800000,9,50,2,67249,4813,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_016,5.096637,4.637740,2.822446,2.822449,1.663902,0.000000,2.322287,0.127280,0.000118,25373,25376,0.000118,235,22/6/2020,3,1,0.800000,10,50,4,736746,33993,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_021,3.144571,2.893013,1.306431,1.306486,1.466941,0.108408,0.962841,0.036500,0.000067,59440,59444,0.000067,195,22/6/2020,3,1,0.800000,4,50,4,51981,3405,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
