n,m,Inst,first_size_graph_AFBC,first_size_graph_TI,first_size_graph_ATI,gap_AFBC,gap_TI,gap_ATI,global_lower_bound_AFBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFBC,opt_TI,opt_ATI,reduction_AFBC,reduction_TI,reduction_ATI,tot_cputime_AFBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFBC,tot_lb_TI,tot_lb_ATI
100,2,11,329663,248432,12302534,0.00010650648090802032,0.00011715837681146465,0.00010650648090802032,93891,93890,93891,93901,93901,93901,1175,1285,1211,False,False,False,0.8261436679250442,0.7888516777195013,0.9304739169994628,56.71354300000001,30.219108000000002,180.067756,38.348385,10.619974000000001,155.34832600000001
100,2,16,347883,262251,12986625,0.00029656983500688476,0.00031092445012719563,0.0002774309890282056,209057,209054,209061,209119,209119,209119,1531,1487,1675,False,False,False,0.8977702273439697,0.8905857365619556,0.9733524299037684,72.18314000000001,40.916505,240.936184,55.305645999999996,19.244597,215.139354
100,2,21,295204,284692,14097404,6.771308872014151e-05,7.426645493283764e-05,6.771308872014151e-05,457814,457811,457814,457845,457845,457845,1575,1759,1552,False,False,False,0.895614558065285,0.9189650569706245,0.9752533161423922,63.024927000000005,39.169066,257.785659,46.110381,25.801301000000002,243.535908
100,2,26,405687,281558,13942372,0.2105262880886463,0.35294112456748167,0.2105262880886463,76,68,76,92,92,92,322,303,308,False,False,False,0.2855206107164254,0.2155861314534995,0.5672728428132194,14.769832000000001,4.470808,53.244556,11.721489,0.891175,47.611892
100,2,31,406100,263918,13069192,0.0003143418465113227,0.0003143418465113227,0.0003143418465113227,12725,12725,12725,12729,12729,12729,629,697,771,False,False,False,0.5987540014759942,0.5209951575848522,0.7655027946639115,38.132834,14.472929999999998,127.431498,25.926001,2.7231389999999998,111.82367099999999
100,2,36,409099,252648,12511327,0.0017145382232939392,0.002068782600642068,0.0017145382232939392,56575,56555,56575,56672,56672,56672,927,940,1021,False,False,False,0.7792856985698344,0.7361744403251315,0.9076498440172727,55.047208,21.022332000000002,168.397634,29.961059000000002,4.522974,141.36738400000002
100,2,41,454875,294297,14572902,0.0010598432945540103,0.0012114328979236785,0.0010598432945540103,237771,237735,237771,238023,238023,238023,1341,1350,1332,False,False,False,0.8351810937052263,0.8029847399028771,0.9625859008726634,75.506209,47.418494,187.242146,53.580775,15.475544000000001,160.30351299999998
100,2,46,336541,270776,13408562,8.041551167726853e-05,9.460782690328223e-05,8.041551167726853e-05,422804,422798,422804,422838,422838,422838,1388,1561,1314,False,False,False,0.9010254322626335,0.9048697077994177,0.9747012394020347,54.17598,29.532006,223.37352,40.319399,20.511687,205.186197
100,2,51,394990,264799,13112751,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999974682,0.9999999999962236,0.9999999999999237,0.582969,0.026371,2.6733290000000003,0.0,0.0,0.0
100,2,56,441471,255098,12632602,0.03190848879809655,0.03439951713055821,0.03190848879809655,4983,4971,4983,5142,5142,5142,540,485,551,False,False,False,0.4991630254297583,0.44642451136251,0.6355041502929772,24.91602,10.605545,70.548296,18.05055,1.868211,58.176462
100,2,61,423515,243041,12035629,0.004865483685248231,0.006017191975751114,0.00484336129167088,45422,45370,45423,45643,45643,45643,1118,1043,1100,False,False,False,0.7836912506032049,0.7526384437162756,0.9474510222938122,83.904309,44.185357,148.188374,49.029284999999994,8.935731,119.38338600000002
100,2,66,379874,229127,11346987,0.0015189272575041393,0.001764603478423995,0.0015110042243634792,126405,126374,126406,126597,126597,126597,1208,1169,1301,False,False,False,0.8104187177832375,0.7779833891214131,0.9581288847866876,77.800439,28.240857000000002,195.056717,51.235677,7.617795,162.873538
100,2,71,371421,263133,13030284,0.00012526733882904772,0.00013749022291328062,0.00012526733882904772,327300,327296,327300,327341,327341,327341,1534,1645,1504,False,False,False,0.9010449059129638,0.8987052175101613,0.9739540596351565,80.269834,25.226383,225.843497,62.677288,15.157363,207.015732
100,2,76,408802,248921,12326689,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999975538,0.9999999999959827,0.9999999999999188,0.838842,0.012953999999999999,2.78795,0.0,0.0,0.0
100,2,81,436486,239319,11851491,0.1464646446153454,0.1596423989828557,0.1464646446153454,792,783,792,908,908,908,925,810,983,False,False,False,0.6124434689758378,0.5605823189944777,0.8087066850912844,61.83525,28.312478999999996,128.437278,38.705642,5.620783,100.195589
100,2,86,490360,259802,12865450,0.016461359991034256,0.017669994188073444,0.016433286376547826,36206,36163,36207,36802,36802,36802,1179,1172,1246,False,False,False,0.6876193001046422,0.6653451474558881,0.9106300984418804,83.075274,38.079341,162.90571200000002,56.835878,10.756466,142.122959
100,2,91,419938,244415,12103743,0.003186630042036771,0.0035815457763555035,0.003171149483575517,129604,129553,129606,130017,130017,130017,1181,1238,1250,False,False,False,0.7553019731466185,0.7375406583035512,0.949838409490275,77.078424,45.204716,174.98318899999998,44.940205999999996,11.633044,143.04920800000002
100,2,96,365201,247354,12249173,0.0003226568033240475,0.00045650240449038976,0.0003226568033240475,254140,254106,254140,254222,254222,254222,1386,1409,1336,False,False,False,0.8763092105419308,0.8516539049263336,0.9704582505283442,71.97874499999999,41.430085,203.929833,56.062419999999996,17.587629999999997,175.304194
100,2,101,421163,242750,12021376,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999976256,0.9999999999958805,0.9999999999999168,0.81682,0.022338999999999998,3.1078580000000002,0.0,0.0,0.0
100,2,106,488063,255587,12656757,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999979511,0.9999999999960875,0.999999999999921,0.738429,0.019843,3.3221199999999995,0.0,0.0,0.0
100,2,111,521884,266956,13219573,0.006523576538156544,0.007243010136968775,0.006523576538156544,84003,83943,84003,84551,84551,84551,1400,1244,1382,False,False,False,0.7096557855755117,0.6848844004229727,0.9235749142577507,102.80281,32.326999,210.55917200000002,72.672275,9.844624000000001,185.139445
100,2,116,454508,249903,12375399,0.0011879530051449381,0.0012613112402582647,0.0011879530051449381,191085,191071,191085,191312,191312,191312,1279,1288,1353,False,False,False,0.8272879685267865,0.8131034841485972,0.9588193479659962,69.057163,38.986665,162.75959699999999,44.307402,12.798552,139.936201
100,2,121,416281,256861,12719820,0.00042156773599851346,0.0004959989418484228,0.00042156773599851346,241954,241936,241954,242056,242056,242056,1475,1424,1451,False,False,False,0.8797807250369828,0.8679597136160493,0.9705087807845574,77.625584,35.549113,137.320898,60.246605,14.431705,119.146297
100,4,1,191187,134800,6546551,0.0055276381631776976,0.0055276381631776976,0.0055276381631776976,1990,1990,1990,2001,2001,2001,293,234,283,False,False,False,0.4177480686426496,0.2996735905022279,0.5644917453479604,14.119125,5.760279,31.470588,7.132569999999999,0.396463,23.081153
100,4,6,201174,130762,6350609,0.0,0.0,0.0,16893,16893,16893,16893,16893,16893,578,554,521,True,True,True,0.6813554435429958,0.6045257796561346,0.9791955385694538,31.882456,20.205548,58.18764300000001,14.124379999999999,1.384801,36.474608
100,4,11,197585,126732,6155467,0.001474221053176703,0.0015141251939446696,0.001434320092148229,50196,50194,50198,50270,50270,50270,702,663,735,False,False,False,0.7294986967597261,0.6946390808896361,0.8934384669756342,35.502175,22.348031,58.889865,16.124103,2.911994,37.235421
100,4,16,207668,133451,6480937,0.00160757102361335,0.0016257651993945826,0.001552992461942331,110104,110102,110110,110281,110281,110281,908,881,863,False,False,False,0.7503948610245661,0.7546889869633446,0.9417897442914593,43.197695,23.585532999999998,89.646961,21.298385999999997,4.225445,67.272367
100,4,21,214925,144492,7015902,5.476243633636089e-05,5.8975179871814285e-05,5.476243633636089e-05,237389,237388,237389,237402,237402,237402,875,952,831,False,False,False,0.9151378387767122,0.9261273980502303,0.9728753337773286,26.347071999999997,16.432164,65.245398,15.379577,5.300603,47.359211
100,4,26,222072,142958,6941686,0.0,0.0,0.0,141,141,141,141,141,141,209,186,204,True,True,True,0.34408209949771207,0.28274038528600887,0.9791917986493512,11.444142,4.233517,25.500283,5.6424080000000005,0.31545,18.125837
100,4,31,218101,134318,6523096,0.008192090383909478,0.008192090383909478,0.008192090383909478,7080,7080,7080,7138,7138,7138,445,396,454,False,False,False,0.5591767117043976,0.49360472907210046,0.686107486383661,18.519157,9.92372,30.263913,9.174389,1.129701,22.76435
100,4,36,222449,128848,6258189,0.003899522307250017,0.003899522307250017,0.003899522307250017,30773,30773,30773,30893,30893,30893,610,633,613,False,False,False,0.7391536936523017,0.7144309574016328,0.893642553780192,41.095584,18.723873,48.694376,15.982018,2.047413,29.694813
100,4,41,256989,149197,7243901,0.001117894236016975,0.0011734576563217289,0.001117894236016975,126130,126123,126130,126271,126271,126271,744,767,719,False,False,False,0.8124277692787923,0.8013565956366323,0.9474073430875232,41.294944,28.495826,92.55567099999999,20.270176,3.389991,62.785281000000005
100,4,46,212231,137676,6685681,0.000127547534227037,0.00013210340507313048,0.000127547534227037,219526,219525,219526,219554,219554,219554,776,802,737,False,False,False,0.8802719678045136,0.88901478833719,0.967362487082323,39.269137,19.231269,72.42994200000001,17.932571,3.8120190000000003,49.673083
100,4,51,210687,134799,6546451,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999952536,0.9999999999925815,0.9999999999998472,0.447643,0.023936000000000002,1.522299,0.0,0.0,0.0
100,4,56,227798,129998,6313801,0.02085402177804031,0.02085402177804031,0.02085402177804031,3021,3021,3021,3084,3084,3084,302,297,334,False,False,False,0.5444209343341714,0.4947229957345904,0.642819594725801,19.925129000000002,14.239139999999999,42.132021,6.907121000000001,0.939047,27.006840999999998
100,4,61,222986,124041,6024939,0.00770006046857486,0.00810647307598045,0.00770006046857486,24805,24795,24805,24996,24996,24996,788,775,744,False,False,False,0.7348353708271602,0.7196652719607254,0.9238091871136083,41.259617999999996,37.079316,68.73496800000001,17.849068,3.51594,34.594665
100,4,66,208198,117327,5699969,0.0024725153424768544,0.0026200744803832852,0.0024725153424768544,67947,67937,67947,68115,68115,68115,771,755,715,False,False,False,0.7393730967601063,0.7220418147508925,0.9268303038137704,34.085689,19.597494,74.736652,18.198984,3.290161,48.332786999999996
100,4,71,219184,133933,6504392,0.00037498388738911706,0.00039256815742612583,0.00037498388738911706,170674,170671,170674,170738,170738,170738,807,893,813,False,False,False,0.8279162712568987,0.8292877782112751,0.9557222258435598,27.257281,17.847259,60.589456999999996,15.001973999999999,5.497171,41.626151
100,4,76,214346,126921,6164469,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999953346,0.9999999999921212,0.9999999999998378,0.47223100000000007,0.017738,1.6539830000000002,0.0,0.0,0.0
100,4,81,224327,122219,5936770,0.0941644549845563,0.0941644549845563,0.0941644549845563,754,754,754,825,825,825,529,448,502,False,False,False,0.6279449196903273,0.5917656010882779,0.8037695581939668,47.824372,32.902326,79.791313,15.613089000000002,1.485449,39.620191
100,4,86,254301,132302,6425425,0.017262522395404906,0.018319169018735048,0.01697472651029106,21202,21180,21208,21568,21568,21568,821,798,807,False,False,False,0.6488295366488971,0.6271107012696171,0.8827760031436235,62.240494999999996,49.929798999999996,106.74440600000001,23.270498,5.075651000000001,59.393999
100,4,91,231047,124815,6062747,0.001487631407230224,0.0016011562329468138,0.001487631407230224,70582,70574,70582,70687,70687,70687,782,756,763,False,False,False,0.834574783481999,0.8184112486414421,0.9536175598287453,45.022999,23.68968,70.12,20.64268,4.662806,46.009869
100,4,96,207389,126154,6127361,0.0005315525076153093,0.0006064644618858451,0.0005240619291075928,133571,133561,133572,133642,133642,133642,950,917,971,False,False,False,0.8311964472521146,0.8263709434435185,0.9568239899687717,45.106958,26.271369,100.479639,24.509339999999998,5.188907,76.145595
100,4,101,218925,123950,6020788,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999954322,0.9999999999919322,0.9999999999998339,0.418475,0.021256999999999998,1.563908,0.0,0.0,0.0
100,4,106,250249,130187,6322803,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.999999999996004,0.9999999999923188,0.9999999999998418,0.405624,0.021728,1.581552,0.0,0.0,0.0
100,4,111,267100,135856,6597712,0.006135232536868192,0.006329521315182371,0.006135232536868192,46616,46607,46616,46902,46902,46902,760,738,776,False,False,False,0.7041482590763604,0.6909153809865525,0.9090017872861215,66.60373100000001,44.757632,105.675343,25.097054,4.197048000000001,59.992521999999994
100,4,116,238944,127503,6192975,0.0020095750337874997,0.0020589307350029127,0.0020095750337874997,101514,101509,101514,101718,101718,101718,794,776,772,False,False,False,0.75944154278509,0.7520764217253549,0.9289352855451655,54.162580000000005,37.745876,82.917565,20.408162,4.572112000000001,57.965778
100,4,121,230796,130861,6355560,0.0007210426903732146,0.000736729079579537,0.0007210426903732146,127593,127591,127593,127685,127685,127685,699,752,701,False,False,False,0.8328133936427285,0.8351456889307346,0.9557964994428569,48.65665,35.635374,54.583826,16.631052,4.625736,25.817293
