NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex
wt040_111,40,4,62.764204597100616,62.059646,15.061021000000004,8.453868999999983,0.466629999999995,46.914962,0.07850799999999936,2.123367000000087,0.8781769999999938,0,11263,11263,0.004548697823354557,11263,11212,4926,166,14,21/06/03,15000,1,0.8,4,22102,3121,20,0.3,0,0,0,0,0,110,0,0
wt040_121,40,4,50.861194379627705,50.385633999999996,8.556603000000003,5.614403999999993,0.7558250000000015,41.742919,0.08008499999999685,1.6486869999998532,0.6418409999999213,0,35751,35751,0.0003357676487776444,35751,35739,4137,231,8,21/06/03,15000,1,0.8,4,19852,1770,20,0.2,0,0,0,0,0,110,0,0
wt040_116,40,4,60.30566856265068,59.380762,19.389378999999998,11.331550999999934,1.0126840000000001,39.927094,0.058544000000004814,2.4899569999999045,1.0553769999999858,0,15566,15566,0.0017375635496661584,15566,15539,7397,234,18,21/06/03,15000,1,0.8,4,19551,2194,20,0.2,0,0,0,0,0,110,0,0
wt040_111,40,4,61.46857126802206,61.092816,6.416642000000003,3.81921100000001,0.637125999999995,54.594541,0.07631699999999597,1.2392910000000228,0.4434809999999416,0,11263,11263,0.004548697823354557,11263,11212,2487,148,8,21/06/03,15000,1,0.8,4,22102,3152,20,0.5,0,0,0,0,0,110,0,0
wt040_056,40,4,110.20200685225427,108.01712,59.42525499999999,25.65480899999998,0.38968200000000053,48.513756,0.06999199999999917,10.541917999999605,6.142018999999941,0,826,826,0.03508771925427604,826,798,9181,178,48,21/06/03,15000,1,0.8,4,17262,7759,20,0.5,0,0,0,0,0,110,0,0
wt040_116,40,4,60.83112880308181,60.347224,8.560769,4.793070999999998,0.8622149999999991,51.726369,0.05584100000000092,1.3468459999998714,0.47397699999999787,0,15566,15566,0.0017375635496661584,15566,15539,2373,218,3,21/06/03,15000,1,0.8,4,19551,2319,20,0.3,0,0,0,0,0,110,0,0
wt040_116,40,4,61.16363027412444,60.689118,9.595343,5.44825000000003,0.4621400000000051,51.032886999999995,0.05681099999999617,1.2888110000001234,0.5161439999999331,0,15566,15566,0.0017375635496661584,15566,15539,3777,206,15,21/06/03,15000,1,0.8,4,19551,2299,20,0.4,0,0,0,0,0,110,0,0
wt040_091,40,4,76.50209565926343,76.14887,3.194068999999999,2.228184999999982,0.7892389999999949,72.87314599999999,0.07741500000000201,0.6729710000001461,0.1488999999999976,0,15569,15569,0.0007713569453769134,15569,15557,1435,265,4,21/06/03,15000,1,0.8,4,19342,973,20,0.4,0,0,0,0,0,110,0,0
wt040_081,40,4,94.73331623990089,94.442783,1.661399000000003,1.2030929999999813,0.7047979999999967,92.712323,0.060652999999987856,0.37439699999997345,0.06654300000001001,0,564,564,0.044444444362139915,564,540,511,176,6,21/06/03,15000,1,0.8,4,18484,3198,20,0.4,0,0,0,0,0,110,0,0
wt040_121,40,4,52.221296343021095,51.12597,16.154662000000002,9.398154000000055,0.9526380000000003,34.892876,0.07446099999999944,2.302415000000458,0.8994279999999861,0,35751,35751,0.0003357676487776444,35751,35739,7502,296,27,21/06/03,15000,1,0.8,4,19852,1746,20,0.5,0,0,0,0,0,110,0,0
wt040_121,40,4,59.50751125346869,58.435899,19.798183,11.457303999999993,0.7984520000000046,38.527164,0.10743999999999687,2.3674360000003816,1.0543830000000156,0,35751,35751,0.0003357676487776444,35751,35739,6208,214,10,21/06/03,15000,1,0.8,4,19852,1879,20,0.3,0,0,0,0,0,110,0,0
wt050_001,50,4,64.61425398476422,63.921063,24.491,11.971001999999984,0.5661009999999962,39.341566,0.08451699999999818,5.47124299999998,2.930855000000072,0,785,785,0.010296010282759317,785,777,3533,184,12,21/06/03,15000,1,0.8,4,24669,12857,20,0.2,0,0,0,0,0,110,0,0
wt040_111,40,4,95.56935049034655,95.119655,9.480351999999996,5.811269000000024,1.6398070000000047,85.517568,0.11807100000000048,1.518457000000211,0.4818660000000534,0,11263,11263,0.004548697823354557,11263,11212,2127,243,6,21/06/03,15000,1,0.8,4,22102,3194,20,0.4,0,0,0,0,0,110,0,0
wt040_111,40,4,97.71057065483183,97.02227500000001,15.47899000000001,8.746627999999944,0.5798419999999993,81.417747,0.1170410000000004,2.0997579999993548,0.7707590000000266,0,11263,11263,0.004548697823354557,11263,11212,3396,151,13,21/06/03,15000,1,0.8,4,22102,3137,20,0.2,0,0,0,0,0,110,0,0
wt050_021,50,4,39.150108113884926,38.979848000000004,2.4890510000000035,2.4784130000000033,2.4784170000000003,36.334654,0.14949899999999872,0.8409990000000889,0.024856999999997242,0,59440,59440,0,59440,59440,460,460,0,21/06/03,15000,1,0.8,4,26292,0,20,0.2,0,0,0,0,0,110,0,0
wt050_016,50,4,52.9241688195616,52.767669999999995,1.4650950000000051,1.40799599999999,1.3533690000000007,51.21841,0.08077300000000065,0.4787419999999827,0.027847000000008393,0,25376,25376,3.940886699352083e-05,25376,25375,435,402,1,21/06/03,15000,1,0.8,4,23723,790,20,0.5,0,0,0,0,0,110,0,0
wt050_026,50,4,39.385657247155905,39.20895,0.6739090000000019,0.6677609999999987,0.6677639999999982,38.405545,0.12551100000000304,0.4510259999999562,0.02283899999999761,0,54,54,0,54,54,174,174,0,21/06/03,15000,1,0.8,4,23982,0,20,0.2,0,0,0,0,0,110,0,0
wt050_026,50,4,39.822374230250716,39.648077,0.676203000000001,0.6735429999999951,0.6735450000000043,38.871548000000004,0.09645800000000548,0.4234240000001037,0.018520000000002312,0,54,54,0,54,54,213,213,0,21/06/03,15000,1,0.8,4,23982,0,20,0.3,0,0,0,0,0,110,0,0
wt050_001,50,4,83.88234947808087,82.774633,38.675474,17.578791000000074,0.9080840000000023,43.928074,0.1634999999999991,8.789391000000016,5.090244000000048,0,785,785,0.010296010282759317,785,777,4582,201,21,21/06/03,15000,1,0.8,4,24669,12854,20,0.4,0,0,0,0,0,110,0,0
wt050_016,50,4,70.20092305075377,70.007089,1.9907229999999885,1.7559700000000475,1.4564919999999972,67.92777,0.08349399999998752,0.4943480000000591,0.03917599999999766,0,25376,25376,3.940886699352083e-05,25376,25375,551,368,2,21/06/03,15000,1,0.8,4,23723,787,20,0.2,0,0,0,0,0,110,0,0
wt050_026,50,4,45.769864896312356,45.595549,0.5900000000000034,0.5808180000000007,0.5808199999999957,44.865812999999996,0.13572399999999618,0.30035099999998494,0.02915800000000246,0,54,54,0,54,54,169,169,0,21/06/03,15000,1,0.8,4,23982,0,20,0.4,0,0,0,0,0,110,0,0
wt050_021,50,4,49.00681285560131,48.857986000000004,2.0831659999999985,2.0761770000000013,2.076178999999996,46.652845,0.1180479999999946,0.9837809999999152,0.0201720000000023,0,59440,59440,0,59440,59440,452,452,0,21/06/03,15000,1,0.8,4,26292,0,20,0.5,0,0,0,0,0,110,0,0
wt050_016,50,4,64.57231661956757,64.41057,1.197076999999993,1.1440060000000045,1.099821999999996,63.110884,0.09538500000000028,0.452593999999813,0.027004000000005135,0,25376,25376,3.940886699352083e-05,25376,25375,387,362,1,21/06/03,15000,1,0.8,4,23723,716,20,0.4,0,0,0,0,0,110,0,0
wt050_021,50,4,53.9486992303282,53.724572,2.977363000000004,2.9669510000000017,2.966954000000001,50.587855999999995,0.15107400000000126,1.2617910000000023,0.03173900000000174,0,59440,59440,0,59440,59440,488,488,0,21/06/03,15000,1,0.8,4,26292,0,20,0.3,0,0,0,0,0,110,0,0
wt050_051,50,4,0.23267361521720886,0.206919,0.041113999999999984,0.03459200000000001,0.034595000000000015,0.0007520000000000009,0.160806,0.03439699999999998,0.027850000000000014,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,25194,0,20,0.2,0,0,0,0,0,110,0,0
wt050_051,50,4,0.2074531139805913,0.178852,0.03889999999999999,0.032930000000000015,0.03293299999999999,0.0016120000000000023,0.12789,0.032764000000000015,0.026647000000000004,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,25194,0,20,0.3,0,0,0,0,0,110,0,0
wt050_051,50,4,0.20808835048228502,0.184741,0.04033499999999998,0.03384000000000001,0.03384200000000001,0.0009140000000000016,0.135903,0.033652000000000015,0.027832999999999997,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,25194,0,20,0.4,0,0,0,0,0,110,0,0
wt050_001,50,4,96.35223392862827,95.13852,48.562166999999995,21.97033900000001,0.5763829999999999,46.471815,0.09728300000000445,11.943498000000012,6.290299999999824,0,785,785,0.010296010282759317,785,777,4949,191,23,21/06/03,15000,1,0.8,4,24669,12857,20,0.3,0,0,0,0,0,110,0,0
wt050_051,50,4,0.2091510407626629,0.186858,0.036996,0.030531999999999976,0.03053599999999998,0.0004580000000000001,0.14095999999999997,0.030344999999999983,0.024628999999999984,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,25194,0,20,0.5,0,0,0,0,0,110,0,0
wt050_026,50,4,49.447069104760885,49.217330999999994,0.8763970000000043,0.8699719999999971,0.8699739999999991,48.209232,0.12801599999999524,0.6256839999999642,0.025141999999995335,0,54,54,0,54,54,204,204,0,21/06/03,15000,1,0.8,4,23982,0,20,0.5,0,0,0,0,0,110,0,0
wt050_011,50,4,89.79554857686162,89.462504,4.97666199999999,3.388618000000008,1.3737810000000081,84.37163,0.1102729999999923,0.8280519999998575,0.14593800000005785,0,12879,12879,0.000621552326888233,12879,12871,1034,332,7,21/06/03,15000,1,0.8,4,24599,3592,20,0.2,0,0,0,0,0,110,0,0
wt050_011,50,4,87.52049244660884,87.14266,8.398009000000002,5.382160999999982,1.2820510000000098,78.635322,0.10471300000000383,2.0968520000000126,0.5978040000000107,0,12879,12879,0.000621552326888233,12879,12871,1639,314,4,21/06/03,15000,1,0.8,4,24599,3596,20,0.4,0,0,0,0,0,110,0,0
wt050_021,50,4,62.156067739240825,61.841694,1.853662,1.8467669999999998,1.846771000000004,59.860337,0.12389499999999742,0.7493919999999719,0.017392999999998437,0,59440,59440,0,59440,59440,457,457,0,21/06/03,15000,1,0.8,4,26292,0,20,0.4,0,0,0,0,0,110,0,0
wt050_011,50,4,86.75803721975535,86.374312,7.063995000000006,4.800574000000026,1.0479880000000037,79.217801,0.08849899999999877,1.5787109999999984,0.40838400000006914,0,12879,12879,0.000621552326888233,12879,12871,1774,294,3,21/06/03,15000,1,0.8,4,24599,3638,20,0.5,0,0,0,0,0,110,0,0
wt050_011,50,4,93.29722437821329,92.974733,4.459309000000005,3.1524979999999942,1.0365500000000054,88.417149,0.0893429999999995,0.8564050000001799,0.2398400000000862,0,12879,12879,0.000621552326888233,12879,12871,1252,295,3,21/06/03,15000,1,0.8,4,24599,3647,20,0.3,0,0,0,0,0,110,0,0
wt050_031,50,4,59.61944925505668,59.462412,0.8850940000000023,0.8794770000000014,0.8794809999999984,58.474569,0.09856299999999862,0.4783789999999968,0.017440000000000566,0,3061,3061,0,3061,3061,280,280,0,21/06/03,15000,1,0.8,4,26835,0,20,0.4,0,0,0,0,0,110,0,0
wt050_031,50,4,63.328387847170234,63.147552,1.0255439999999965,1.0189570000000003,1.0189589999999953,62.008265,0.1058620000000019,0.6118810000000465,0.01914599999999922,0,3061,3061,0,3061,3061,261,261,0,21/06/03,15000,1,0.8,4,26835,0,20,0.2,0,0,0,0,0,110,0,0
wt050_016,50,4,84.64582566358149,84.397325,2.399608999999998,2.2677409999999867,2.0700800000000044,81.880935,0.10951300000000685,0.7436009999999413,0.052314999999993006,0,25376,25376,3.940886699352083e-05,25376,25375,480,410,1,21/06/03,15000,1,0.8,4,23723,1117,20,0.3,0,0,0,0,0,110,0,0
wt050_001,50,4,106.40572307538241,104.912636,63.288168,28.385118999999975,0.5179060000000035,41.522645000000004,0.09458899999999915,16.51693700000054,9.714183000000041,0,785,785,0.010296010282759317,785,777,5565,171,30,21/06/03,15000,1,0.8,4,24669,12854,20,0.5,0,0,0,0,0,110,0,0
wt050_031,50,4,67.82537703029811,67.629165,0.9166999999999916,0.9097210000000047,0.9097249999999946,66.61223,0.09590400000000443,0.46023800000006077,0.017654000000007386,0,3061,3061,0,3061,3061,261,261,0,21/06/03,15000,1,0.8,4,26835,0,20,0.3,0,0,0,0,0,110,0,0
wt050_031,50,4,72.01452554762363,71.829495,0.7990949999999941,0.7919279999999986,0.7919299999999936,70.916362,0.10653399999999635,0.42471799999991333,0.017860999999996352,0,3061,3061,0,3061,3061,244,244,0,21/06/03,15000,1,0.8,4,26835,0,20,0.5,0,0,0,0,0,110,0,0
wt050_046,50,4,44.84258622583002,44.686111,4.251905000000001,3.7314819999999784,2.1591280000000026,40.306112,0.125319999999995,0.9140740000001273,0.10316799999998949,0,44455,44455,6.748852694890019e-05,44455,44452,1363,369,1,21/06/03,15000,1,0.8,4,26540,1399,20,0.2,0,0,0,0,0,110,0,0
wt050_046,50,4,48.534989319741726,48.262585,5.368611000000001,4.104274999999987,2.0561189999999954,42.780364999999996,0.10994200000000376,1.1456100000000617,0.12303399999998277,0,44455,44455,6.748852694890019e-05,44455,44452,1524,430,1,21/06/03,15000,1,0.8,4,26540,1387,20,0.4,0,0,0,0,0,110,0,0
wt050_046,50,4,58.29240944143385,57.886624,8.773359999999997,6.254881000000005,2.042850999999999,49.000932999999996,0.10625100000000032,1.2981599999997044,0.21328499999999195,0,44455,44455,6.748852694890019e-05,44455,44452,2824,342,2,21/06/03,15000,1,0.8,4,26540,1385,20,0.5,0,0,0,0,0,110,0,0
wt050_076,50,4,0.2653370723128319,0.23285699999999998,0.04831099999999999,0.041052000000000005,0.04105400000000001,0.000614,0.180004,0.04081199999999999,0.03665399999999999,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,30362,0,20,0.2,0,0,0,0,0,110,0,0
wt050_076,50,4,0.26730426400899887,0.234835,0.05332400000000001,0.045835000000000015,0.04583700000000002,0.0012579999999999987,0.171925,0.04560700000000001,0.037325,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,30362,0,20,0.3,0,0,0,0,0,110,0,0
wt050_076,50,4,0.25073943845927715,0.219539,0.04776,0.04031599999999999,0.040318999999999994,0.000895,0.163176,0.04015200000000002,0.03261999999999998,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,30362,0,20,0.4,0,0,0,0,0,110,0,0
wt050_076,50,4,0.2500314265489578,0.22207100000000002,0.04865,0.04145599999999999,0.041458999999999996,0.0016379999999999988,0.16372199999999998,0.04130500000000001,0.033474000000000004,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,30362,0,20,0.5,0,0,0,0,0,110,0,0
wt050_046,50,4,67.83240480720997,67.334498,9.972086000000004,6.872578999999959,2.8358519999999956,57.204755,0.1540730000000039,2.0052170000002505,0.3678939999999571,0,44455,44455,6.748852694890019e-05,44455,44452,2348,452,9,21/06/03,15000,1,0.8,4,26540,1423,20,0.3,0,0,0,0,0,110,0,0
wt050_041,50,4,77.6771711781621,77.24025800000001,12.789575,7.801007000000013,1.438061999999988,64.313416,0.13323699999999405,1.971720000000218,0.5665120000000314,0,21806,21806,0.0010558692557932393,21806,21783,3324,281,14,21/06/03,15000,1,0.8,4,29661,3597,20,0.2,0,0,0,0,0,110,0,0
wt050_056,50,4,63.37412683852017,63.040820000000004,10.980882999999999,5.715006999999993,0.7053500000000028,51.957141,0.09919599999999917,3.02049800000011,1.3899819999999892,0,570,570,0.059479553792788936,570,538,1344,195,5,21/06/03,15000,1,0.8,4,26349,11818,20,0.3,0,0,0,0,0,110,0,0
wt050_041,50,4,78.84661845769733,78.318308,15.287987999999991,9.328084000000068,2.172592999999999,62.911373,0.11395300000000219,2.7764910000006324,0.8235040000000424,0,21806,21806,0.0010558692557932393,21806,21783,3530,414,15,21/06/03,15000,1,0.8,4,29661,3604,20,0.3,0,0,0,0,0,110,0,0
wt050_036,50,4,99.3603977682069,99.088208,2.778057000000004,2.417282999999969,1.9779149999999959,96.154431,0.14803399999999556,0.8358720000001654,0.07270100000000923,0,10796,10796,0.00018528812301414784,10796,10794,488,308,4,21/06/03,15000,1,0.8,4,28996,2150,20,0.2,0,0,0,0,0,110,0,0
wt050_041,50,4,83.18233357090503,82.439299,22.338900999999993,13.04112199999993,2.103220999999998,59.97395,0.11851099999999803,3.4186899999998843,1.3458609999999283,0,21806,21806,0.0010558692557932393,21806,21783,5627,323,14,21/06/03,15000,1,0.8,4,29661,3630,20,0.4,0,0,0,0,0,110,0,0
wt050_056,50,4,73.03496667742729,72.402985,22.797401,11.322490000000045,0.5854259999999982,49.503771,0.09460599999999886,5.440029999999965,2.8852370000000036,0,570,570,0.059479553792788936,570,538,3005,195,8,21/06/03,15000,1,0.8,4,26349,11825,20,0.4,0,0,0,0,0,110,0,0
wt050_066,50,4,59.78218648489565,59.642582,2.850375999999997,2.8436689999999984,2.8436710000000005,56.696561,0.09140000000000015,0.5970730000000302,0.015630000000001587,0,23138,23138,0,23138,23138,443,443,0,21/06/03,15000,1,0.8,4,23722,0,20,0.3,0,0,0,0,0,110,0,0
wt050_036,50,4,95.37032881192863,95.11639500000001,2.5194000000000045,2.399763000000007,2.267674999999997,92.421434,0.17037900000001116,0.985087999999962,0.050079000000010865,0,10796,10796,0.00018528812301414784,10796,10794,375,322,1,21/06/03,15000,1,0.8,4,28996,1761,20,0.4,0,0,0,0,0,110,0,0
wt050_036,50,4,93.2994768852368,93.09009200000001,1.5974310000000003,1.461597000000026,1.328288999999998,91.359321,0.12331100000000106,0.7315710000000877,0.04818300000000875,0,10796,10796,0.00018528812301414784,10796,10794,351,276,2,21/06/03,15000,1,0.8,4,28996,2319,20,0.5,0,0,0,0,0,110,0,0
wt050_056,50,4,78.57427832111716,78.005303,13.633330999999998,6.979836999999975,0.820532,64.229337,0.13788900000000126,2.8985780000002563,1.311571999999913,0,570,570,0.059479553792788936,570,538,1460,187,7,21/06/03,15000,1,0.8,4,26349,11812,20,0.2,0,0,0,0,0,110,0,0
wt050_066,50,4,63.88989101909101,63.697243,2.011898000000002,2.0031649999999956,2.003167000000005,61.588907,0.09286699999999826,0.8258740000000415,0.019458999999997673,0,23138,23138,0,23138,23138,385,385,0,21/06/03,15000,1,0.8,4,23722,0,20,0.5,0,0,0,0,0,110,0,0
wt050_041,50,4,87.79643241688609,87.36554100000001,10.418454000000011,6.957441999999986,2.9130660000000006,76.756197,0.18709099999999523,1.8706130000002759,0.4712700000000041,0,21806,21806,0.0010558692557932393,21806,21783,1992,314,3,21/06/03,15000,1,0.8,4,29661,3564,20,0.5,0,0,0,0,0,110,0,0
wt050_066,50,4,68.7194027705118,68.55981100000001,1.8930110000000013,1.8826619999999963,1.8826639999999912,66.572209,0.08707899999998858,0.4947860000000901,0.015621999999993363,0,23138,23138,0,23138,23138,359,359,0,21/06/03,15000,1,0.8,4,23722,0,20,0.4,0,0,0,0,0,110,0,0
wt050_066,50,4,91.66900263167918,91.38975,3.8674309999999963,3.851311999999993,3.8513149999999996,87.371698,0.142706000000004,0.8177289999999289,0.02723500000000456,0,23138,23138,0,23138,23138,350,350,0,21/06/03,15000,1,0.8,4,23722,0,20,0.2,0,0,0,0,0,110,0,0
wt050_071,50,4,62.44434791896492,61.907243,14.915725000000002,8.930517000000037,1.238305000000004,46.875861,0.11195400000000433,2.0813689999999667,0.701208000000058,0,42645,42645,0.0004692082111326872,42645,42625,4098,301,6,21/06/03,15000,1,0.8,4,25627,3468,20,0.5,0,0,0,0,0,110,0,0
wt050_101,50,4,0.23288610205054283,0.201309,0.04622999999999999,0.042381,0.042383000000000004,0.0011110000000000009,0.146925,0.042171000000000014,0.034165,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,27013,0,20,0.2,0,0,0,0,0,110,0,0
wt050_101,50,4,0.22787090297788382,0.199957,0.04568,0.039338999999999985,0.03934199999999999,0.0006079999999999992,0.149952,0.03914799999999999,0.031189999999999996,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,27013,0,20,0.3,0,0,0,0,0,110,0,0
wt050_101,50,4,0.22966353595256805,0.19750900000000002,0.049927,0.042846999999999996,0.04285,0.00039299999999999925,0.143401,0.042615000000000014,0.033722,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,27013,0,20,0.4,0,0,0,0,0,110,0,0
wt050_101,50,4,0.2216277215629816,0.193374,0.04516100000000001,0.038543999999999995,0.038547,0.0003960000000000005,0.14393899999999998,0.03830700000000001,0.031124000000000013,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,27013,0,20,0.5,0,0,0,0,0,110,0,0
wt050_106,50,4,0.2399716004729271,0.220765,0.057613,0.028599000000000013,0.02860500000000002,0.0018300000000000018,0.15340800000000002,0.014618999999999993,0.011463000000000001,-0.9999999993333333,1500,0,-0.9999999993333333,0,1500,1,1,0,21/06/03,15000,1,0.8,4,31395,31395,20,0.2,0,0,0,0,0,110,0,0
wt050_106,50,4,0.22322138585150242,0.191148,0.051453,0.044703999999999994,0.044707,0.001188999999999999,0.130787,0.04444200000000001,0.03602799999999998,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,31395,0,20,0.3,0,0,0,0,0,110,0,0
wt050_106,50,4,0.27632576040923595,0.24436800000000003,0.067194,0.05933599999999997,0.059337999999999974,0.0015119999999999995,0.167501,0.059312000000000004,0.048027000000000014,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,31395,0,20,0.4,0,0,0,0,0,110,0,0
wt050_106,50,4,0.29058013297617435,0.262083,0.07483299999999998,0.034925999999999985,0.034934999999999994,0.0017640000000000017,0.17761300000000002,0.021483999999999975,0.017295999999999978,-0.9999999992857143,1400,0,-0.9999999992857143,0,1400,1,1,0,21/06/03,15000,1,0.8,4,31395,31395,20,0.5,0,0,0,0,0,110,0,0
wt050_081,50,4,65.31904046516865,65.153835,1.3438600000000065,1.175342999999991,1.0173279999999991,63.690872,0.1110310000000041,0.6482069999999922,0.05574299999999255,0,495,495,0.035564853482081896,495,478,273,213,1,21/06/03,15000,1,0.8,4,31663,12867,20,0.2,0,0,0,0,0,110,0,0
wt050_071,50,4,86.32057632133365,85.426216,16.95262600000001,9.988724999999846,1.9224300000000056,68.34019599999999,0.12730700000000184,2.865733999999307,0.8401500000000652,0,42645,42645,0.0004692082111326872,42645,42625,4407,376,6,21/06/03,15000,1,0.8,4,25627,3466,20,0.4,0,0,0,0,0,110,0,0
wt050_081,50,4,64.65005154162645,64.388519,1.6308459999999982,1.4475130000000078,1.2541110000000018,62.625262,0.12416799999999739,0.8980559999999684,0.07434299999999183,0,495,495,0.035564853482081896,495,478,274,230,1,21/06/03,15000,1,0.8,4,31663,12867,20,0.5,0,0,0,0,0,110,0,0
wt050_036,50,4,150.16018668469042,149.77177,1.6382820000000038,1.4306520000000091,1.173012,147.986952,0.1345190000000116,0.8583319999994501,0.05804300000002627,0,10796,10796,0.00018528812301414784,10796,10794,425,244,3,21/06/03,15000,1,0.8,4,28996,2159,20,0.3,0,0,0,0,0,110,0,0
wt050_056,50,4,124.74708819203079,122.692961,75.894394,34.35267899999997,1.0379659999999973,46.681503,0.10838199999999887,16.022541999999838,9.677232999999752,0,570,570,0.059479553792788936,570,538,7957,189,24,21/06/03,15000,1,0.8,4,26349,11831,20,0.5,0,0,0,0,0,110,0,0
wt050_081,50,4,69.76762578636408,69.549011,1.7393089999999916,1.5685429999999911,1.421638999999999,67.690092,0.11564699999999561,0.7542969999998945,0.04973000000001093,0,495,495,0.035564853482081896,495,478,341,289,1,21/06/03,15000,1,0.8,4,31663,11036,20,0.3,0,0,0,0,0,110,0,0
wt050_091,50,4,67.0922857010737,66.86380500000001,4.171699999999994,3.4760069999999885,2.402390000000004,62.498979,0.18573400000000362,1.2321619999998887,0.13980799999998794,0,26551,26551,0.0001883522941238472,26551,26546,839,361,2,21/06/03,15000,1,0.8,4,31733,1472,20,0.3,0,0,0,0,0,110,0,0
wt050_091,50,4,70.64244995266199,70.270278,6.363066000000003,5.078323000000026,3.023112999999995,63.695594,0.20702600000000615,1.7686539999997137,0.33500399999999786,0,26551,26551,0.0001883522941238472,26551,26546,1160,362,2,21/06/03,15000,1,0.8,4,31733,1527,20,0.4,0,0,0,0,0,110,0,0
wt050_091,50,4,75.04053280688822,74.830688,4.451806999999988,3.722803000000013,2.6021900000000073,70.22962199999999,0.1451240000000098,1.6964690000002207,0.22285600000000727,0,26551,26551,0.0001883522941238472,26551,26546,942,395,2,21/06/03,15000,1,0.8,4,31733,1517,20,0.2,0,0,0,0,0,110,0,0
wt050_061,50,4,144.39779421128333,142.964138,51.668386,29.066074,1.4735359999999957,91.172835,0.11890200000000561,8.200556999999208,3.9266729999998233,0,7898,7898,0.0061146496807497255,7898,7850,11132,263,36,21/06/03,15000,1,0.8,4,32396,6568,20,0.2,0,0,0,0,0,110,0,0
wt050_096,50,4,74.60012018401176,74.251538,9.295747000000006,6.4776090000000295,2.3475369999999884,64.838077,0.11394599999999855,1.6097919999999561,0.3524280000000317,0,50326,50326,0.00027826363491258025,50326,50312,2082,307,4,21/06/03,15000,1,0.8,4,29286,2639,20,0.3,0,0,0,0,0,110,0,0
wt050_071,50,4,125.22806531749666,123.958484,39.670396,21.32685800000003,1.8978070000000002,84.122883,0.15729999999999222,3.7951000000000903,1.4458949999999646,0,42645,42645,0.0004692082111326872,42645,42625,7136,327,13,21/06/03,15000,1,0.8,4,25627,3532,20,0.3,0,0,0,0,0,110,0,0
wt050_081,50,4,91.81075862981379,91.15229000000001,2.567056000000008,2.2052799999999877,1.843437999999992,88.365577,0.21579499999999996,1.2783320000000344,0.1311019999999985,0,495,495,0.035564853482081896,495,478,323,269,1,21/06/03,15000,1,0.8,4,31663,12861,20,0.4,0,0,0,0,0,110,0,0
wt050_061,50,4,151.0905039869249,149.879157,45.48860900000001,24.855749000000017,1.5729109999999906,104.259418,0.1238440000000054,8.625421000000088,3.597818999999589,0,7898,7898,0.0061146496807497255,7898,7850,8139,250,22,21/06/03,15000,1,0.8,4,32396,6356,20,0.3,0,0,0,0,0,110,0,0
wt050_071,50,4,140.91022883728147,138.72393399999999,71.17101699999999,38.04376900000008,1.633572000000001,67.426287,0.11635800000000529,8.911029999999428,3.765182999999851,0,42645,42645,0.0004692082111326872,42645,42625,16744,314,27,21/06/03,15000,1,0.8,4,25627,3495,20,0.2,0,0,0,0,0,110,0,0
wt050_086,50,4,96.851727549918,96.244473,17.561622999999997,11.496891000000062,3.2314970000000045,78.521337,0.15347599999999773,2.5363519999997663,0.7256389999999584,0,8369,8369,0.004923150815931418,8369,8328,4604,313,9,21/06/03,15000,1,0.8,4,29955,3488,20,0.2,0,0,0,0,0,110,0,0
wt050_096,50,4,83.488997974433,83.08032200000001,8.350711999999987,5.681172999999973,2.182095000000004,74.602128,0.12381099999998924,1.479167999999916,0.29647299999996335,0,50326,50326,0.00027826363491258025,50326,50312,1968,389,4,21/06/03,15000,1,0.8,4,29286,2601,20,0.4,0,0,0,0,0,110,0,0
wt050_086,50,4,96.9904376976192,96.477598,19.324945999999997,12.356149999999985,2.9525640000000095,76.998389,0.14634500000001083,3.7048589999997716,1.2485959999999352,0,8369,8369,0.004923150815931418,8369,8328,4352,400,9,21/06/03,15000,1,0.8,4,29955,3498,20,0.4,0,0,0,0,0,110,0,0
