n,m,NameInstance,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,total_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,scoring_value,use_cpu_time
50,4,wt050_101,0.179102615,0.17911,0.04373,0.02489,0.04088,0.00106,0.12269,0.02484,0.02248,0,0,0,0,0,0,1,1,54024,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_106,0.189291376,0.1893,0.04978,0.03066,0.04668,0.00133,0.12616,0.0306,0.02802,0,0,0,0,0,0,1,1,62788,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_111,95.72229898,95.72663,51.99669,25.22463,1.5963,43.55289,0.16591,25.14916,8.49451,0,10069,10069,0.002587837,10073,10047,2627,294,65988,4563,0,0,0,0,0,110,0,0,0,13,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_116,73.61851671,73.62185,33.53695,18.41276,1.43144,39.94688,0.12614,18.36391,6.14831,0,11552,11552,0.002864832,11552,11519,1689,333,53134,7180,0,0,0,0,0,110,0,0,0,6,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_121,69.48950032,69.49264,36.30027,18.92836,2.6635,33.02975,0.15132,18.88315,7.02131,0,23792,23792,0.001135981,23795,23768,1928,198,55798,6599,0,0,0,0,0,110,0,0,0,9,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_001,212.9053628,212.91481,157.09321,120.59379,20.77049,54.47795,1.30566,119.35566,69.94525,0,3339,3339,0.007543754,3339,3314,2045,597,328070,192168,0,0,0,0,0,110,0,0,0,3,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_006,2037.933972,2038.02419,1960.16993,1299.32193,21.25962,76.40478,1.41162,1286.9347,716.414,0,30665,30665,0.000685289,30665,30644,25310,740,365770,132630,0,0,0,0,0,110,0,0,0,28,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_011,135.9937283,135.99976,27.78536,27.70904,27.72707,106.92524,1.25193,27.64439,6.01964,0,93894,93894,0,93894,93894,1020,1020,332022,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_016,874.9400432,874.97879,686.05242,429.89983,34.87938,187.61689,1.27041,428.60865,77.65223,0,209100,209100,0.000205686,209100,209057,19933,1395,350432,28835,0,0,0,0,0,110,0,0,0,15,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_021,711.6850462,711.71657,613.11987,374.56201,44.55699,97.30487,1.25731,373.68975,46.05919,0,457836,457836,4.81E-05,457836,457814,21887,1760,297938,24451,0,0,0,0,0,110,0,0,0,27,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_026,56.7028208,56.70533,13.97805,13.92694,13.9453,41.21065,1.47569,13.9075,1.61857,0,92,92,0,92,92,463,463,408390,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_031,182.4931569,182.50123,105.04846,48.49795,20.93824,75.99839,1.41537,48.09581,12.19888,0,12729,12729,0.000314342,12729,12725,1570,683,408630,159381,0,0,0,0,0,110,0,0,0,4,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_036,3514.118055,3514.27241,3396.21649,2129.91619,27.3083,116.61896,1.39488,2116.24863,888.12079,0,56671,56671,0.001714569,56671,56574,53592,964,411536,88136,0,0,0,0,0,110,0,0,0,48,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_041,2784.286596,2784.40896,2639.68258,1720.6251,45.58222,142.94216,1.74272,1716.63689,423.73977,0,237964,237964,0.000815915,237964,237770,50312,1407,457718,64169,0,0,0,0,0,110,0,0,0,31,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_046,1369.394105,1369.45468,1222.29826,848.37017,27.63915,145.69351,1.42628,846.9375,109.91238,0,422831,422831,6.39E-05,422831,422804,28999,1168,339138,28090,0,0,0,0,0,110,0,0,0,18,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_051,1.761942379,1.76202,0.28057,0.23312,0.25145,0.00332,1.44276,0.23303,0.21561,0,0,0,0,0,0,1,1,397520,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_056,152.4388301,152.44557,74.27604,63.90426,20.89896,76.58216,1.54694,63.49261,25.23109,0,5047,5047,0.012843668,5047,4983,1703,699,443922,207188,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_061,7377.328266,7377.65302,7218.29828,4473.53543,28.97538,157.93838,1.37631,4454.41027,1254.229,0.002485702,45460,45573,0.003567418,45573,45411,141014,1108,425856,71184,0,0,0,0,0,110,0,0,0,107,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_066,7429.696314,7430.02335,7219.99127,4523.12797,36.07324,208.70179,1.29166,4508.98039,941.70322,0.000775224,126415,126513,0.000941418,126524,126405,180646,1270,382082,54996,0,0,0,0,0,110,0,0,0,154,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_071,256.6028858,256.61423,93.84178,70.19559,44.09852,161.32718,1.40731,70.1089,9.37303,0,327305,327305,1.53E-05,327305,327300,2551,1954,373954,6450,0,0,0,0,0,110,0,0,0,2,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_076,1.688198446,1.68827,0.29121,0.24648,0.2641,0.00289,1.36096,0.24637,0.22776,0,0,0,0,0,0,1,1,411188,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_081,367.9329993,367.94927,256.39015,213.35912,37.77822,110.13526,1.38214,211.56825,63.9352,0,908,908,0.147914033,908,791,6428,1223,438794,167152,0,0,0,0,0,110,0,0,0,8,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_086,7374.462557,7374.7874,7211.54103,4086.5051,44.25318,161.61118,1.59641,4056.15832,1235.15726,0.01317352,36209,36686,0.013257471,36686,36206,235401,1216,492908,129203,0,0,0,0,0,110,0,0,0,448,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_091,7415.55989,7415.88699,7200.84156,4655.98554,35.61167,213.4538,1.5492,4644.64591,955.16908,0.000878173,129815,129929,0.002631416,129929,129588,148330,1136,422302,84038,0,0,0,0,0,110,0,0,0,88,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_096,7414.600092,7414.9276,7258.63751,4725.43634,39.1492,154.79395,1.45783,4716.04747,588.14264,0.000118034,254164,254194,0.000212481,254194,254140,166350,1372,367624,35937,0,0,0,0,0,110,0,0,0,104,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_101,1.780432508,1.78051,0.33164,0.25647,0.2757,0.00311,1.41066,0.25637,0.23647,0,0,0,0,0,0,1,1,423494,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_106,1.922627507,1.9227,0.32393,0.26909,0.2871,0.00294,1.55822,0.26899,0.24657,0,0,0,0,0,0,1,1,490550,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_111,7534.927362,7535.26045,7209.94571,4689.3696,53.79009,323.62734,1.64706,4675.14419,1046.16637,0.002177146,84055,84238,0.002797519,84238,84003,162130,1374,524504,85926,0,0,0,0,0,110,0,0,0,92,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_116,7473.544948,7473.87538,7203.26578,4702.41201,42.21121,268.9114,1.65841,4689.93069,770.55821,0.000554663,191107,191213,0.000669859,191213,191085,193769,1315,456936,56757,0,0,0,0,0,110,0,0,0,126,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,2,wt100_121,7399.789328,7400.11535,7216.17094,4623.46972,43.5485,182.3913,1.51204,4613.5816,710.66096,0.000256245,241956,242018,0.000264513,242018,241954,185552,1464,418768,37803,0,0,0,0,0,110,0,0,0,127,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_001,127.7268376,127.73252,47.9939,29.00654,8.4592,79.00601,0.65379,28.79288,8.27921,0,2001,2001,0.005527638,2001,1990,1048,513,192376,111453,0,0,0,0,0,110,0,0,0,3,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_006,127.515112,127.52079,10.53139,10.49852,10.51692,116.22108,0.69247,10.47973,1.57,0,16893,16893,0,16893,16893,640,640,202332,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_011,6001.000753,6001.26487,5838.25611,2518.5706,13.97379,162.19879,0.73286,2474.21533,783.30818,0,50232,50232,0.000876564,50240,50196,91753,781,198726,46567,0,0,0,0,0,110,0,0,0,334,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_016,7393.453719,7393.77953,7206.36636,4237.68862,16.23957,186.6162,0.71901,4224.09804,1732.38157,0.001098841,110116,110237,0.001207949,110237,110104,75232,942,208872,42987,0,0,0,0,0,110,0,0,0,97,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_021,284.6782867,284.69095,127.85092,56.67664,17.18789,156.0184,0.75762,56.41997,6.35291,0,237392,237392,1.68E-05,237393,237389,3206,1021,216244,10246,0,0,0,0,0,110,0,0,0,21,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_026,70.64186072,70.64501,6.31041,6.27737,6.29574,63.49989,0.74995,6.26443,0.62357,0,141,141,0,141,141,393,393,223354,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_031,2011.209479,2011.2986,1908.09928,1279.38116,10.01295,102.40991,0.70635,1260.08498,864.7047,0,7130,7130,0.007062147,7130,7080,18185,573,219304,95444,0,0,0,0,0,110,0,0,0,57,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_036,215.8926914,215.9023,47.47262,32.93309,14.72287,167.60908,0.73508,32.8462,7.84613,0,30791,30791,0.000584928,30791,30773,1389,847,223610,37276,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_041,1162.700832,1162.75241,985.56679,541.32572,19.13758,176.04961,1.05235,540.33746,117.47598,0,126185,126185,0.000436058,126185,126130,10863,860,258358,29365,0,0,0,0,0,110,0,0,0,21,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_046,361.4888714,361.50495,212.32186,131.62583,14.81776,148.33368,0.77658,131.3747,19.48417,0,219536,219536,4.56E-05,219536,219526,4514,938,213482,15248,0,0,0,0,0,110,0,0,0,4,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_051,0.985451328,0.98549,0.13604,0.1055,0.12335,0.00856,0.76162,0.10542,0.0976,0,0,0,0,0,0,1,1,211884,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_056,375.9534156,375.97013,268.03192,180.51468,9.29012,107.08102,0.77128,176.96024,109.37013,0,3076,3076,0.018205892,3076,3021,3972,549,228968,104753,0,0,0,0,0,110,0,0,0,12,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_061,7557.314335,7557.64738,7208.10959,4120.25117,17.59244,348.72924,0.72646,4099.03178,1126.68397,0.001570554,24832,24871,0.002741383,24873,24805,126805,800,224114,33793,0,0,0,0,0,110,0,0,0,278,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_066,7116.717843,7117.03144,6855.30355,3840.21854,12.89523,260.96663,0.68045,3829.03182,745.16853,0,67967,67967,0.000544542,67984,67947,122564,724,209252,23644,0,0,0,0,0,110,0,0,0,295,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_071,7396.514278,7396.84023,7209.44846,4143.8581,16.92229,186.50607,0.81086,4135.6482,563.564,0.000111323,170675,170694,0.000140619,170698,170674,121823,833,220424,23886,0,0,0,0,0,110,0,0,0,218,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_076,0.977966933,0.97801,0.14474,0.11352,0.13162,0.00787,0.7475,0.11341,0.10496,0,0,0,0,0,0,1,1,215486,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_081,205.5721642,205.58131,26.83803,25.37356,14.43331,177.99758,0.70681,25.26533,4.48995,0,819,819,0.086206896,819,754,1377,819,225432,78871,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_086,4599.533779,4599.73636,4229.45783,2468.65791,14.77429,369.41627,0.8237,2457.65079,724.25807,0,21282,21282,0.004480709,21297,21202,78920,712,255520,35851,0,0,0,0,0,110,0,0,0,191,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_091,3638.496164,3638.65687,3394.62326,1880.60164,18.52838,243.12865,0.86988,1875.58164,327.25132,0,70606,70606,0.000510045,70618,70582,57425,755,232186,20952,0,0,0,0,0,110,0,0,0,135,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_096,7374.734077,7375.05902,7214.97575,4075.58376,16.93062,159.29712,0.75193,4066.21426,679.00866,0.000239566,133575,133607,0.000374333,133621,133571,123453,896,208532,29039,0,0,0,0,0,110,0,0,0,245,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_101,0.873354698,0.87339,0.14554,0.1146,0.13236,0.00342,0.69171,0.1145,0.1059,0,0,0,0,0,0,1,1,220034,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_106,0.992090122,0.99213,0.16078,0.12715,0.14474,0.0038,0.79071,0.12706,0.11742,0,0,0,0,0,0,1,1,251442,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_111,7538.584837,7538.917,7201.93569,4037.96522,19.843,336.07141,0.87216,4026.55907,983.38818,0.001285981,46657,46717,0.002402609,46728,46616,103490,742,268358,42451,0,0,0,0,0,110,0,0,0,178,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_116,7506.834588,7507.16533,7224.88587,4119.68253,26.76697,281.14975,1.09209,4110.1054,634.05374,0.000443276,101517,101562,0.000472841,101562,101514,93887,926,240108,26604,0,0,0,0,0,110,0,0,0,177,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
100,4,wt100_121,7391.519446,7391.84509,7208.23799,3943.62953,18.42066,182.7214,0.84762,3934.55911,614.24713,0.000391865,127595,127645,0.000407546,127645,127593,97425,915,232006,27800,0,0,0,0,0,110,0,0,0,181,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
