n,m,Inst,first_rel_error_AFBC,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_lowerbound_root_AFBC,global_upper_bound_AFBC,global_upper_bound_root_AFBC,nb_generated_col_AFBC,nb_generated_col_root_AFBC,nb_nodes_explored_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,size_after_reduced_cost_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC,tot_lb_root_AFBC
100,4,21,1.2637485308870093e-05,216244.0,0.0,237392.0,237389.0,237392.0,237392.0,1731.0,1146.0,1.0,1.0,0.9550184051305237,0.0,9727.0,73.814144,356.705109,43.23238300000014,28.796223
100,4,26,0.0,223354.0,0.0,141.0,141.0,141.0,141.0,378.0,378.0,0.0,1.0,0.9999999999955228,0.0,0.0,7.63448600000001,146.243707,7.606581000000006,7.606583
100,4,31,0.0070621468916578,219304.0,0.0,7130.0,7080.0,7130.0,7130.0,8102.0,473.0,23.0,1.0,0.5633732170842147,0.0,95754.0,1017.732357,1151.902475,631.9187400000004,8.298149999999993
100,4,36,0.0005849283462585,223610.0,0.0,30791.0,30773.0,30791.0,30791.0,1053.0,696.0,1.0,1.0,0.8331380528561642,0.0,37312.0,64.82169700000003,417.412222,34.63681800000012,13.807017999999973
100,4,41,0.0004360580353568,258358.0,0.0,126185.0,126130.0,126185.0,126185.0,10125.0,690.0,22.0,1.0,0.8849193754368554,0.0,29732.0,1306.978086,1607.943289,363.4212939999915,20.723028
100,4,46,4.55526907972379e-05,213482.0,0.0,219536.0,219526.0,219536.0,219536.0,3448.0,1017.0,4.0,1.0,0.9315024217454797,0.0,14623.0,271.52516,473.256685,85.63824400000104,24.34546499999999
100,4,51,0.0,211884.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999952804,0.0,0.0,0.1595169999999999,1.143004,0.1368559999999999,0.136858
100,4,56,0.0182058920826859,228968.0,0.0,3076.0,3021.0,3076.0,3076.0,2873.0,522.0,7.0,1.0,0.5498235561277129,0.0,103076.0,134.34599000000003,325.789355,92.28475600000016,11.691995999999987
100,4,61,0.0028220116910775,224114.0,0.0015307150044186445,24825.0,24805.0,24863.0,24875.0,134520.0,742.0,415.0,0.0,0.8451100779030086,0.0015307150049735,34713.0,7108.933787,7501.901710999999,2266.553205000049,11.31622299999998
100,4,66,0.0003826511840054,209252.0,0.0,67967.0,67947.0,67967.0,67973.0,39896.0,840.0,119.0,1.0,0.9080391107329534,0.0,19243.0,3202.9731,3573.5580320000004,962.6390730000256,24.768286999999987
100,4,71,0.000123041588056,220424.0,0.00011132268931528797,170675.0,170674.0,170694.0,170695.0,70736.0,1109.0,104.0,0.0,0.9049286828979379,0.0001113226893211,20956.0,7160.790075,7377.441938,1761.598373000001,34.73762900000003
100,4,76,0.0,215486.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999953593,0.0,0.0,0.1590870000000001,1.101765,0.141625,0.1416270000000001
100,4,81,0.0862068964373913,225432.0,0.0,819.0,754.0,819.0,819.0,1417.0,844.0,3.0,1.0,0.6456758579055073,0.0,79876.0,40.683514,362.715758,34.764178999999785,20.498587999999984
100,4,86,0.0041977171962929,255520.0,0.0012231840415773505,21256.0,21202.0,21282.0,21291.0,75623.0,636.0,136.0,0.0,0.8623708515933689,0.0012231840420952,35167.0,7179.992447,7985.27094,2009.395825999988,30.778042000000028
100,4,91,0.0004250375449771,232186.0,0.0,70606.0,70582.0,70606.0,70612.0,35852.0,919.0,74.0,1.0,0.9169545106039255,0.0,19282.0,3367.936657,3614.320933,878.7767890000126,21.68516299999999
100,4,96,0.0001422464457094,208532.0,0.0,133587.0,133571.0,133587.0,133590.0,24286.0,995.0,42.0,1.0,0.9145263077085793,0.0,17824.0,1074.021496,1419.792918,330.15957299999866,37.41771699999998
100,4,101,0.0,220034.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999954552,0.0,0.0,0.2110660000000001,1.136469,0.1904759999999998,0.1904799999999999
100,4,106,0.0,251442.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.999999999996023,0.0,0.0,0.1694959999999999,1.074053,0.145447,0.1454510000000001
100,4,111,0.0022095417881798,268358.0,0.001007329932485891,46658.0,46616.0,46705.0,46719.0,56541.0,776.0,67.0,0.0,0.8496448773621444,0.0010073299326801,40349.0,7166.309,7663.693498,1747.5576729999866,16.255000999999993
100,4,116,0.0005614989065492,240108.0,0.0005319306125543573,101517.0,101514.0,101571.0,101571.0,50825.0,1004.0,86.0,0.0,0.8783547403631767,0.0005319306126015,29208.0,7183.418382999999,7527.042322,1830.576992000003,41.53998100000001
100,4,121,0.0002037729342502,232006.0,0.0,127618.0,127593.0,127618.0,127619.0,30859.0,1018.0,60.0,1.0,0.9211873830809496,0.0,18285.0,2667.074077,3149.4703400000003,745.6713539999996,34.18508600000001
