n,m,NameInstance,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,total_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,first_size_graph,size_after_reduced_cost,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,scoring_value,use_cpu_time,use_bks,ijoc_review
100,4,wt100_021,186.6413625,186.64136,185.71868,50.18196,35.27721,0.08024,0.8292,50.03719,0.59156,0,237392,237392,1.26E-05,237392,237389,1513,1106,216244,216244,1,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_021,358.0277757,356.705109,73.814144,43.232383,28.796223,281.986906,0.854287,43.217548,6.250085,0,237392,237392,1.26E-05,237392,237389,1731,1146,1,216244,9727,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_026,146.6370566,146.243707,7.634486,7.606581,7.606583,137.698187,0.834122,7.604674,1.22491,0,141,141,0,141,141,378,378,0,223354,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_026,17.55795852,17.55796,16.24191,16.15015,16.18076,0.04426,1.22675,16.11428,0.5,0,141,141,0,141,141,393,393,223354,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_026,6.210929977,6.21093,5.3988,5.35845,5.37762,0.03281,0.75472,5.34588,0.12535,0,141,141,0,141,141,316,316,223354,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_031,1161.788026,1151.902475,1017.732357,631.91874,8.29815,133.492616,0.615557,623.536011,458.957523,0,7130,7130,0.007062147,7130,7080,8102,473,23,219304,95754,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_031,498.8551332,498.85513,497.53986,179.03952,21.63256,0.07245,1.20071,170.18638,28.05189,0,7130,7130,0.007062147,7130,7080,8114,595,219304,95444,23,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_031,7221.580581,7221.58058,7220.70052,374.3527,11.16691,0.04756,0.81603,341.26423,91.84272,0.008033827,7095,7152,0.010451977,7154,7080,23873,617,219304,97528,285,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_036,418.8357358,417.412222,64.821697,34.636818,13.807018,351.726911,0.800945,34.57905,13.755795,0,30791,30791,0.000584928,30791,30773,1053,696,1,223610,37312,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_036,51.81995314,51.81995,50.63187,29.66393,25.20853,0.11544,1.02777,29.54637,0.5286,0,30791,30791,0.000584928,30791,30773,1095,834,223610,37450,1,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_036,7225.080798,7225.0808,7224.25834,1142.33106,14.58563,0.09413,0.69297,1118.97643,55.63162,0.004125252,30786,30913,0.006076756,30960,30773,107355,805,223610,70041,607,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_041,1618.838126,1607.943289,1306.978086,363.421294,20.723028,300.131888,0.778539,362.975212,111.156832,0,126185,126185,0.000436058,126185,126130,10125,690,22,258358,29732,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_041,7225.494038,7225.49404,7224.36871,1061.1089,25.86219,0.13514,0.97325,1053.28533,33.46356,0.002306869,126145,126436,0.002426068,126436,126130,59906,1021,258358,69670,230,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_041,843.0479211,843.04792,841.27509,275.35313,30.93505,0.13109,1.61842,273.81864,9.27836,0,126185,126185,0.000436058,126185,126130,14462,1014,258358,29683,20,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_046,168.4642941,168.46429,166.99772,70.18879,35.7736,0.13815,1.30932,69.99279,1.16208,0,219536,219536,4.56E-05,219536,219526,3230,1023,213482,14853,4,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_046,3924.868678,3924.86868,3923.98111,955.60246,19.43736,0.07689,0.78757,949.94153,28.5579,0,219536,219536,0.000692401,219678,219526,62586,959,213482,51817,139,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_046,475.804976,473.256685,271.52516,85.638244,24.345465,201.069265,0.602092,85.572994,12.963881,0,219536,219536,4.56E-05,219536,219526,3448,1017,4,213482,14623,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_051,0.931442069,0.93144,0.18373,0.14035,0.15984,0.00404,0.7277,0.14024,0.12953,0,0,0,0,0,0,1,1,211884,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_051,1.209208029,1.20921,0.27407,0.22079,0.24162,0.00417,0.91314,0.22068,0.20691,0,0,0,0,0,0,1,1,211884,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_051,1.242956596,1.143004,0.159517,0.136856,0.136858,0.005241,0.93476,0.136808,0.129818,0,0,0,0,0,0,1,1,0,211884,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_056,123.6317497,123.63175,122.59042,65.07755,22.32919,0.10592,0.91637,62.6093,6.82543,0,3076,3076,0.018205892,3076,3021,2553,531,228968,103118,6,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_056,327.2283209,325.789355,134.34599,92.284756,11.691996,190.764062,0.639253,90.665804,51.97228,0,3076,3076,0.018205892,3076,3021,2873,522,7,228968,103076,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_056,7213.464501,7213.4645,7212.64844,455.88349,9.99201,0.05808,0.7411,425.75246,64.49485,0.035643564,3030,3138,0.038728898,3138,3021,20240,556,228968,111582,196,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_061,7206.51957,7206.51957,7205.71801,1270.94594,17.81752,0.08873,0.68325,1243.3819,65.03544,0.010271903,24825,25080,0.01802056,25252,24805,138426,929,224114,89668,1219,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_061,7600.916463,7501.901711,7108.933787,2266.553205,11.316223,392.268338,0.617662,2229.128629,863.533224,0.001530715,24825,24863,0.002822012,24875,24805,134520,742,415,224114,34713,21/07/2013,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_061,799.5486127,799.54861,798.46182,325.23084,31.96671,0.18351,0.87974,322.29244,19.36694,0,24856,24856,0.002056037,24856,24805,17138,997,224114,28587,25,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_066,1079.638205,1079.6382,1078.18386,363.15565,37.36967,0.15603,1.27539,360.64168,11.07008,0,67967,67967,0.000338499,67970,67947,27551,941,209252,17868,54,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_066,3615.428512,3573.558032,3202.9731,962.639073,24.768287,369.732867,0.817553,959.261362,273.640944,0,67967,67967,0.000382651,67973,67947,39896,840,119,209252,19243,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_066,7213.129439,7213.12944,7212.32164,1114.41638,18.52743,0.08204,0.67737,1103.89806,39.59649,0.002663606,67953,68134,0.003046492,68154,67947,77701,977,209252,60274,297,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_071,7212.215192,7212.21519,7211.00577,1908.27756,30.99789,0.11143,1.06415,1899.31731,51.20261,9.37E-05,170675,170691,9.96E-05,170691,170674,139238,1010,220424,220424,299,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_071,7224.076591,7224.07659,7223.18225,1076.2121,20.83722,0.09322,0.77621,1070.41152,17.47374,0.000433573,170675,170749,0.000498025,170759,170674,85166,1033,220424,42420,336,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_071,7434.646116,7377.441938,7160.790075,1761.598373,34.737629,215.92098,0.689362,1758.165841,402.464147,0.000111323,170675,170694,0.000123042,170695,170674,70736,1109,104,220424,20956,21/07/2013,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_076,0.899531205,0.89953,0.17108,0.13699,0.15572,0.00366,0.69524,0.13688,0.12487,0,0,0,0,0,0,1,1,215486,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_076,1.225236748,1.101765,0.159087,0.141625,0.141627,0.005586,0.899094,0.141554,0.13003,0,0,0,0,0,0,1,1,0,215486,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_076,1.539776187,1.53977,0.4346,0.35688,0.39205,0.00451,1.08263,0.35659,0.32941,0,0,0,0,0,0,1,1,215486,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_081,2837.433183,2837.43318,2836.6284,212.43411,18.46069,0.07377,0.71342,199.78908,11.48116,0,819,819,0.088859416,821,754,13662,968,225432,79468,130,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_081,363.3076837,362.715758,40.683514,34.764179,20.498588,321.36298,0.62703,34.598584,9.66674,0,819,819,0.086206896,819,754,1417,844,3,225432,79876,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_081,47.64081431,47.64081,46.38557,39.20366,27.24068,0.11887,1.11612,38.86376,1.31184,0,819,819,0.086206896,819,754,1424,840,225432,79549,3,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_086,6923.51353,6923.51353,6922.05765,1591.50512,33.09276,0.15639,1.27572,1575.88811,98.96106,0,21282,21282,0.00396189,21286,21202,132414,1032,255520,34281,609,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_086,7203.337722,7203.33772,7202.31309,1412.64395,21.75332,0.10604,0.89479,1385.66628,106.51636,0.031330978,21225,21890,0.03843977,22017,21202,124362,990,255520,141317,1119,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_086,8034.178137,7985.27094,7179.992447,2009.395826,30.778042,804.159752,1.048899,2001.629653,812.252673,0.001223184,21256,21282,0.004197717,21291,21202,75623,636,136,255520,35167,21/07/2013,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_091,1340.161077,1340.16108,1338.4261,411.8953,33.77638,0.22842,1.48895,409.3848,7.9264,0,70606,70606,0.000368366,70608,70582,29264,1014,232186,17886,54,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_091,3647.659926,3614.320933,3367.936657,878.776789,21.685163,245.647064,0.696811,876.846251,216.860618,0,70606,70606,0.000425038,70612,70582,35852,919,74,232186,19282,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_091,7228.388175,7228.38817,7227.4287,1499.97659,21.85052,0.12459,0.80472,1489.58256,36.67025,0.001657552,70586,70703,0.002805248,70780,70582,117580,1055,232186,53706,462,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_096,1432.921453,1419.792918,1074.021496,330.159573,37.417717,344.852976,0.886394,329.34739,74.796974,0,133587,133587,0.000142246,133590,133571,24286,995,42,208532,17824,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_096,325.7899043,325.7899,324.25184,114.20582,28.76192,0.1616,1.35386,113.77716,2.50557,0,133587,133587,0.000119786,133587,133571,5467,928,208532,15669,9,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_096,7202.577486,7202.57749,7201.68857,1255.10775,19.59528,0.13285,0.73075,1247.95228,28.72695,0.000741157,133575,133674,0.001115512,133720,133571,100747,1008,208532,49741,381,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_101,1.080735983,1.08074,0.38147,0.32032,0.3401,0.00359,0.67474,0.32007,0.29936,0,0,0,0,0,0,1,1,220034,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_101,1.237498433,1.136469,0.211066,0.190476,0.19048,0.004833,0.888656,0.190401,0.170648,0,0,0,0,0,0,1,1,0,220034,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_101,2.375248614,2.37525,0.57946,0.48875,0.52196,0.00686,1.74643,0.48845,0.44684,0,0,0,0,0,0,1,1,220034,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_106,1.160905784,1.074053,0.169496,0.145447,0.145451,0.005393,0.859787,0.14537,0.134154,0,0,0,0,0,0,1,1,0,251442,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_106,1.446033981,1.44603,0.35093,0.27855,0.29777,0.00415,1.07423,0.2784,0.25919,0,0,0,0,0,0,1,1,251442,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_106,2.458045817,2.45804,0.66773,0.55284,0.58526,0.00673,1.75807,0.55265,0.51165,0,0,0,0,0,0,1,1,251442,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_111,7204.473853,7204.47385,7203.21327,1250.74818,23.26639,0.2041,1.03994,1234.56656,60.17977,0.006837131,46657,46976,0.009503175,47059,46616,90786,993,268358,103322,318,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_111,7215.350087,7215.35009,7213.76148,1596.24546,38.92919,0.16832,1.39997,1584.65599,41.52877,0.00109306,46658,46709,0.002209542,46719,46616,120634,1002,268358,40721,305,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_111,7704.620628,7663.693498,7166.309,1747.557673,16.255001,496.560306,0.783123,1742.474222,673.190973,0.00100733,46658,46705,0.002209542,46719,46616,56541,776,67,268358,40349,21/07/2013,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_116,6525.241299,6525.2413,6523.26757,1923.92968,33.18587,0.19248,1.75406,1910.27777,54.06985,0,101546,101546,0.000364482,101551,101514,142590,963,240108,22738,279,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_116,7203.452194,7203.45219,7201.88494,1172.08158,20.81146,0.12394,1.41938,1159.41516,34.35542,0.002137573,101517,101734,0.003024213,101821,101514,77746,962,240108,71381,262,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
100,4,wt100_116,7575.36116,7527.042322,7183.418383,1830.576992,41.539981,342.511512,1.080464,1825.245862,525.065547,0.000531931,101517,101571,0.000561499,101571,101514,50825,1004,86,240108,29208,21/07/2013,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_121,3176.651723,3149.47034,2667.074077,745.671354,34.185086,481.378112,0.97857,743.949042,168.620235,0,127618,127618,0.000203773,127619,127593,30859,1018,60,232006,18285,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
100,4,wt100_121,3338.45713,3338.45713,3336.39866,791.07266,31.84468,0.19971,1.83474,785.5869,8.53811,0,127618,127618,0.000203773,127619,127593,53520,1038,232006,232006,116,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
100,4,wt100_121,7208.573184,7208.57318,7207.59131,1181.92386,23.72319,0.12729,0.82339,1172.65657,26.89857,0.001434225,127595,127778,0.001794769,127822,127593,84262,1067,232006,59463,312,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_001,24.9268956,24.685074,6.284206,4.514244,0.927751,18.251191,0.145502,4.496229,2.666618,0,606,606,0.037671233,606,584,484,201,2,50934,28284,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_001,3.069372305,3.06937,2.94098,1.50239,0.80671,0.00428,0.11951,1.49007,0.11654,0,606,606,0.037671233,606,584,362,182,50934,28304,2,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_001,8.185506768,8.1855,7.84295,4.26399,2.50162,0.00951,0.30447,4.22657,0.4232,0,606,606,0.037671233,606,584,400,219,50934,28221,2,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_006,19.8986205,19.89862,19.57937,8.90266,2.83889,0.00955,0.29979,8.77757,1.37672,0,3886,3886,0.00283871,3886,3875,1127,233,54678,14971,4,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_006,28.52709211,28.08035,5.465348,2.444542,1.033107,22.48359,0.126932,2.437416,0.903241,0,3886,3886,0.00283871,3886,3875,345,220,2,54678,14912,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_006,3.971990924,3.97199,3.83142,1.36904,1.13961,0.00613,0.12877,1.36108,0.07315,0,3886,3886,0.00283871,3886,3875,336,245,54678,14894,2,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_011,19.20217176,18.83753,2.917981,1.618872,0.937574,15.809322,0.104626,1.616077,0.481805,0,9617,9617,0.002606339,9617,9592,303,237,1,53120,10570,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_011,7.565736574,7.56574,7.40617,3.01236,1.06205,0.0072,0.12674,2.98767,0.22034,0,9617,9617,0.002606339,9617,9592,900,235,53120,10718,3,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_011,9.71390713,9.71391,9.45313,4.0315,2.29901,0.01103,0.24068,4.00126,0.28552,0,9617,9617,0.002606339,9617,9592,655,272,53120,10856,2,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_016,119.6252187,116.490755,99.064527,38.242525,1.522777,17.297062,0.124812,38.167565,19.702167,0,38356,38356,0.002063903,38356,38277,4293,336,10,57228,10297,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_016,452.3505944,452.35059,452.09505,104.30846,3.55345,0.00876,0.24038,103.44673,7.71185,0,38356,38356,0.002063903,38356,38277,29976,431,57228,10302,225,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_016,87.48110165,87.4811,87.33354,35.85023,1.62594,0.00572,0.13667,35.55698,1.77808,0,38356,38356,0.007864552,38574,38273,10798,315,57228,20644,18,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_021,2.96710784,2.96711,2.79724,2.77405,2.79275,0.0059,0.15633,2.76939,0.0386,0,41048,41048,0,41048,41048,331,331,40900,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_021,22.84930904,22.641433,1.752897,1.74445,1.744454,20.809026,0.077233,1.742996,0.723206,0,41048,41048,0,41048,41048,477,477,0,40900,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_021,4.396289174,4.39629,4.28546,3.17152,2.76127,0.00462,0.10109,3.16553,0.03509,0,41048,41048,0.000194894,41056,41048,769,572,40900,4258,1,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_026,1.076177485,1.07618,0.93239,0.91182,0.929,0.00373,0.13553,0.91039,0.10231,0,87,87,0,87,87,181,181,59514,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_026,16.38425143,16.247621,0.706622,0.699766,0.69977,15.391655,0.145244,0.699179,0.14784,0,87,87,0,87,87,151,151,0,59514,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_026,2.161872974,2.16187,1.8378,1.79921,1.82982,0.01093,0.28399,1.79598,0.28897,0,87,87,0,87,87,143,143,59514,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_031,18.21137952,18.21138,17.8336,9.62937,3.23031,0.01134,0.33625,9.4897,1.24236,0,3812,3812,0.014369345,3812,3758,1238,265,68310,22142,4,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_031,307.1476676,307.14767,306.99098,34.36893,1.35862,0.00572,0.14642,33.5439,5.84021,0,3812,3812,0.02368281,3847,3758,12900,255,68310,25325,135,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_031,45.73462346,45.219221,19.658834,14.380685,1.498922,25.38546,0.16989,14.334798,10.031328,0,3812,3812,0.014369345,3812,3758,976,225,3,68310,20299,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_036,130.106186,126.048438,91.574408,45.215276,2.024201,34.313972,0.151127,45.044409,24.379551,0,10713,10713,0.004971857,10713,10660,7232,329,29,63192,10009,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_036,2248.330398,2248.3304,2248.07974,355.72554,1.89119,0.01598,0.22505,353.04126,36.76357,0,10713,10713,0.006285178,10727,10660,222066,374,63192,10855,3041,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.7,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_036,57.91887113,57.91887,57.59611,25.51824,3.20143,0.02795,0.26436,25.2793,2.88263,0,10713,10713,0.004971857,10713,10660,6051,300,63192,10239,22,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_041,36.28615362,35.801141,6.026755,3.078298,2.580838,29.645667,0.124659,3.07496,1.099401,0,30802,30802,0.000129879,30802,30798,429,413,1,61714,3084,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_041,5.871618754,5.87162,5.63001,3.56567,3.57411,0.00865,0.22578,3.55763,0.11173,0,30802,30802,0.000129879,30802,30798,459,453,61714,2378,1,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_041,99.3843853,99.38438,99.21669,58.78143,2.09466,0.00637,0.13769,58.41727,3.08238,0,30802,30802,0.005682187,30973,30798,19036,401,61714,16510,24,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_046,24.7437917,24.585602,2.137915,2.131557,2.13156,22.364071,0.083415,2.129673,0.600711,0,34146,34146,0,34146,34146,565,565,0,34756,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_046,3.163274854,3.16327,3.0173,2.99168,3.01037,0.00752,0.13123,2.986,0.02439,0,34146,34146,0,34146,34146,523,523,34756,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
