NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status
wt050_066,50,2,79.8807185839978,79.670167,5.688167000000007,5.674088999999995,5.674092000000002,73.80052400000001,0.17780399999999474,2.9766560000000055,1.7482600000000303,0,40907,40907,0,40907,40907,776,776,0,21/06/23,15000,1,0.8,4,42415,0,20,0.5,false,0,0,0,0,0,110,0,0
wt050_071,50,2,67.09073232597439,66.859087,5.445899999999995,5.430608999999997,5.430612999999994,61.169603,0.2399599999999964,2.7287150000000935,1.6636459999999715,0,78532,78532,0,78532,78532,704,704,0,21/06/23,15000,1,0.8,4,42291,0,20,0.5,false,0,0,0,0,0,110,0,0
wt050_076,50,2,0.3334013409912586,0.292365,0.06420899999999999,0.05538199999999999,0.055383000000000016,0.000791,0.227227,0.05536199999999997,0.042326999999999976,0,0,0,0,0,0,1,1,0,21/06/23,15000,1,0.8,4,57822,0,20,0.5,false,0,0,0,0,0,110,0,0
wt050_081,50,2,80.14606776600704,79.850225,8.673485,7.306919000000008,3.3020470000000017,70.948148,0.22846199999999328,5.076644999999729,3.2472649999999277,0,542,542,0.007434944224098617,542,538,699,393,3,21/06/23,15000,1,0.8,4,60782,24621,20,0.5,false,0,0,0,0,0,110,0,0
wt050_061,50,2,265.8341525120195,263.249641,206.245691,173.71025899999995,3.087882999999998,56.810834,0.190491999999999,132.49194099999931,115.00772200000074,0,13682,13682,0.007362685907277081,13682,13582,20837,429,24,21/06/23,15000,1,0.8,4,60495,13797,20,0.5,false,0,0,0,0,0,110,0,0
wt050_096,50,2,99.52265007200185,98.97094200000001,37.52240700000001,30.636895000000045,4.858528,61.208957,0.23604600000000175,16.667077999999044,13.185655000000175,0,92822,92822,0.0002262906649688442,92822,92801,5411,537,4,21/06/23,15000,1,0.8,4,50619,4125,20,0.5,false,0,0,0,0,0,110,0,0
wt050_101,50,2,0.2909792590071447,0.26028399999999996,0.059279,0.05050300000000002,0.05050600000000002,0.0012470000000000016,0.19605999999999998,0.050341000000000025,0.03899199999999997,0,0,0,0,0,0,1,1,0,21/06/23,15000,1,0.8,4,51299,0,20,0.5,false,0,0,0,0,0,110,0,0
wt050_106,50,2,0.3259034020011313,0.291811,0.07494899999999999,0.06396199999999999,0.06396400000000002,0.001098,0.212216,0.06315700000000002,0.047653,0,0,0,0,0,0,1,1,0,21/06/23,15000,1,0.8,4,59079,0,20,0.5,false,0,0,0,0,0,110,0,0
wt050_091,50,2,177.82204620999983,176.187071,118.951505,96.01918899999978,3.822193999999996,57.045987000000004,0.18587300000000084,59.63849700000053,48.208334000000534,0,47349,47349,0.0011841075846069375,47349,47293,19859,550,37,21/06/23,15000,1,0.8,4,58096,7750,20,0.5,false,0,0,0,0,0,110,0,0
wt050_111,50,2,107.89388997701462,107.518497,15.062712999999988,13.580279999999988,7.807268000000008,92.18902200000001,0.2628440000000012,5.916541000000393,3.5633800000000235,0,15564,15564,0.0013510905229781192,15564,15543,2080,691,3,21/06/23,15000,1,0.8,4,64306,4568,20,0.5,false,0,0,0,0,0,110,0,0
wt050_121,50,2,82.8315016469569,82.567903,6.22148399999999,6.211246000000003,6.211248999999995,76.109698,0.23304000000000258,3.1835769999997723,1.7417030000000011,0,41696,41696,0,41696,41696,868,868,0,21/06/23,15000,1,0.8,4,49648,0,20,0.5,false,0,0,0,0,0,110,0,0
wt050_086,50,2,995.707391074975,988.3134090000001,887.889737,686.0110399999962,5.756295000000009,100.216221,0.20687800000000323,444.3237280000001,364.3373029999951,0,12557,12557,0.02372218146052644,12558,12267,134573,530,140,21/06/23,15000,1,0.8,4,56774,15474,20,0.5,false,0,0,0,0,0,110,0,0
wt050_116,50,2,3105.3539400839945,3075.7521239999996,2929.212719,2201.2732430000037,5.055334999999985,146.341721,0.19765300000000252,1266.8616020000163,1036.7386799998972,0,19608,19608,0.0045081967210805225,19608,19520,571361,502,702,21/06/23,15000,1,0.8,4,49744,8508,20,0.5,false,0,0,0,0,0,110,0,0
