n,m,Inst,first_size_graph_AFBC,first_size_graph_TI,first_size_graph_ATI,gap_AFBC,gap_TI,gap_ATI,global_lower_bound_AFBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFBC,opt_TI,opt_ATI,reduction_AFBC,reduction_TI,reduction_ATI,rel_error_AFBC,rel_error_TI,rel_error_ATI,tot_bb_AFBC,tot_bb_TI,tot_bb_ATI,tot_cputime_AFBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFBC,tot_lb_TI,tot_lb_ATI
50,2,116,99486,54534,1338734,0.004508196719001948,0.005951159446977653,0.004302397047581235,19520,19492,19524,19608,19608,19608,471,460,454,False,False,False,0.8355145447516685,0.78204422927381,0.9347532818312415,0.0045081967210805,0.0059511594497254,0.0043023970495645,3.4645009999999985,1.7863350000000082,5.2905760000000015,67.319859,88.375568,82.381697,3.4588469999999987,1.7809799999999996,5.283601000000004
50,2,121,99294,60102,1475150,0.0,0.0,0.0,41696,41696,41696,41696,41696,41696,947,669,619,True,True,True,0.999999999989929,0.9999999999833616,0.9584096532549514,0.0,0.0,0.0,4.513332999999996,2.511232999999997,6.454219999999999,59.461278,53.681078,58.900849,4.508687999999999,2.507646000000001,6.430371000000001
50,4,1,49336,35675,842544,0.010296010163500513,0.010296010163500513,0.010296010163500513,777,777,777,785,785,785,149,131,158,False,False,False,0.49189233013434625,0.35983181498640976,0.6654536736352458,0.0102960102827593,0.0102960102827593,0.0102960102827593,0.6315620000000024,0.1326019999999985,2.634015000000005,45.242974,41.902737,44.218237,0.6225729999999956,0.1293189999999953,2.6284810000000007
50,4,6,53944,35354,835062,0.0022897083607017255,0.0022897083607017255,0.0022897083607017255,8298,8298,8298,8317,8317,8317,280,242,227,False,False,False,0.7484242918443492,0.6567290829706192,0.8538515703015419,0.0022897083631851,0.0022897083631851,0.0022897083631851,1.0099090000000075,0.7396339999999952,1.8954650000000013,81.59038000000001,62.767974,76.81622300000001,1.0028520000000043,0.7345040000000012,1.890051
50,4,11,49196,33232,785266,0.0006215523264536148,0.0006993006987573422,0.0006215523264536148,12871,12870,12871,12879,12879,12879,330,277,248,False,False,False,0.8638100658414544,0.8152082330038756,0.9300810171318635,0.0006215523268882,0.0006993006992463,0.0006215523268882,0.9935090000000032,0.7918930000000017,1.6136649999999977,61.939381,85.008433,67.71068,0.9884880000000038,0.7878010000000017,1.6069200000000023
50,4,16,47444,31160,736746,0.0,0.00011823592002591893,0.00011823592002591893,25376,25373,25373,25376,25376,25376,401,416,359,True,False,False,0.9999999999789225,0.9485237483649382,0.9539352775570495,0.0,0.0001182359200678,0.0001182359200678,1.797229999999999,1.1100919999999943,3.2788610000000062,52.99316,51.58155,68.72347599999999,1.7886179999999996,1.106141000000001,3.2702639999999974
50,4,21,52582,34699,819448,0.0,0.0,0.0,59440,59440,59440,59440,59440,59440,396,469,491,True,True,True,0.9999999999809821,0.9999999999711807,0.9567428317587489,0.0,0.0,0.0,2.345624000000001,3.791910999999999,3.963932999999997,37.949298,41.774848,46.42863,2.3398169999999965,3.784155999999996,3.94453
50,4,26,47962,32090,758766,0.0,0.0,0.0,54,54,54,54,54,54,193,135,125,True,True,True,0.9999999999791501,0.9999999999688376,0.9567969571633984,0.0,0.0,0.0,0.6650360000000006,0.138818999999998,1.2929129999999986,47.413445,48.540945,46.674056,0.657550999999998,0.1375499999999974,1.2861800000000017
50,4,31,53668,34191,807512,0.0,0.0,0.0,3061,3061,3061,3061,3061,3061,276,209,299,True,True,True,0.9999999999813669,0.9999999999707525,0.9567461536163465,0.0,0.0,0.0,1.284179999999992,0.5293850000000049,3.782534999999996,77.78318999999999,77.714798,83.31723799999999,1.276983000000001,0.5225819999999999,3.766479000000004
50,4,36,57990,34479,814568,0.00018528812285965526,0.00018528812285965526,0.00018528812285965526,10794,10794,10794,10796,10796,10796,310,291,305,False,False,False,0.9595447490781248,0.8884538414429521,0.9471597214708322,0.0001852881230141,0.0001852881230141,0.0001852881230141,2.0567039999999963,0.5640619999999927,3.580793,112.096456,74.270066,104.43196,2.045441999999994,0.5578209999999899,3.57024100000001
50,4,41,59320,33190,784390,0.0010558692553569898,0.0011937557386621875,0.0010558692553569898,21783,21780,21783,21806,21806,21806,370,320,329,False,False,False,0.8893122049748936,0.8757758360688227,0.9370504468428498,0.0010558692557932,0.0011937557391554,0.0010558692557932,3.036249000000005,2.1502610000000004,2.160274000000001,54.636479,59.581554,72.946491,3.0310580000000016,2.140701,2.1563059999999865
50,4,46,53078,33608,794274,6.748852693523609e-05,8.998672693752969e-05,6.748852693523609e-05,44452,44451,44452,44455,44455,44455,385,452,374,False,False,False,0.9637514600971447,0.9530766483886849,0.953087977195586,6.748852694890019e-05,8.998672695574933e-05,6.748852694890019e-05,2.085994999999997,3.711949000000004,3.3004980000000046,63.313128,65.497104,72.449011,2.080325000000002,3.703904999999999,3.2906229999999965
50,4,51,50386,32089,758716,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999801532,0.9999999999688367,0.9567954280640493,0.0,0.0,0.0,0.0232749999999999,0.007049,0.124883,0.1516839999999999,0.016408,0.26821,0.018325,0.003462,0.1161609999999999
50,4,56,52696,30287,716352,0.059479552797777835,0.059479552797777835,0.059479552797777835,538,538,538,570,570,570,184,137,137,False,False,False,0.5599666008698959,0.4923564565492668,0.6807602966130049,0.0594795537927889,0.0594795537927889,0.0594795537927889,0.6230130000000003,0.2425380000000103,1.1946799999999982,47.322147,66.81701699999999,47.534863,0.6189320000000009,0.237612999999996,1.1896679999999975
50,4,61,64790,36126,852854,0.0061146496737393,0.007783590649759359,0.0061146496737393,7850,7837,7850,7898,7898,7898,276,198,225,False,False,False,0.8061120543169299,0.7765321374971895,0.9207179657937693,0.0061146496807497,0.007783590658698,0.0061146496807497,2.142921000000001,0.610674000000003,2.113135,106.354995,104.386741,85.858062,2.1374309999999923,0.5959049999999877,2.104552999999996
50,4,66,47442,26687,631824,0.0,0.00038912188145223664,0.0,23138,23129,23138,23138,23138,23138,400,378,468,True,False,True,0.9999999999789216,0.9249447296089877,0.9568534908440375,0.0,0.0003891218816036,0.0,4.359919999999988,2.455541999999994,3.0014639999999986,88.61271599999999,58.020879,59.337778,4.343067999999988,2.450870000000002,2.989373999999998
50,4,71,51252,33193,784540,0.0004692082110336168,0.0006100565474060731,0.0004692082110336168,42625,42619,42625,42645,42645,42645,283,336,395,False,False,False,0.8746975727605811,0.8698219503850263,0.9386876386150628,0.0004692082111326,0.0006100565475349,0.0004692082111326,1.7694800000000015,1.9187810000000027,2.352257999999999,53.040463,44.445214,45.649756,1.7618459999999985,1.918723,2.349193999999997
50,4,76,60722,37605,887636,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999835315,0.9999999999734078,0.9567209982459514,0.0,0.0,0.0,0.0198429999999999,0.007377,0.146109,0.126771,0.015431,0.309449,0.015814,0.00377,0.135326
50,4,81,63324,35075,828456,0.03556485281245078,0.03556485281245078,0.03556485281245078,478,478,478,495,495,495,240,190,189,False,False,False,0.6033099614584785,0.5392444761072204,0.7599860463310544,0.0355648534820818,0.0355648534820818,0.0355648534820818,1.0472270000000066,0.9622109999999964,1.8211349999999984,66.37650599999999,67.05926600000001,74.140058,1.0442000000000036,0.9558109999999972,1.815159999999992
50,4,86,59908,31075,734944,0.00492315081061101,0.008434751164676768,0.004681872743479145,8328,8299,8330,8369,8369,8369,332,210,296,False,False,False,0.8909494558174041,0.8317296862161954,0.9430119845852977,0.0049231508159314,0.0084347511738239,0.0046818727485375,2.717273000000006,0.6760050000000035,4.054072999999988,97.105974,76.97648000000001,108.566844,2.7097989999999896,0.6627200000000073,4.039964000000012
50,4,91,63464,34663,818872,0.00018835229405998933,0.000489863591645993,0.00018835229405998933,26546,26538,26546,26551,26551,26551,330,341,283,False,False,False,0.9647043993293094,0.9233765109504839,0.9529804413865012,0.0001883522941238,0.0004898635918121,0.0001883522941238,2.5634669999999886,2.3404200000000017,1.858951999999988,80.575939,59.022657,78.411525,2.553889999999996,2.3344439999999977,1.8513049999999964
50,4,96,58570,34895,824352,0.00027826363486280334,0.0003577959767118955,0.00027826363486280334,50312,50308,50312,50326,50326,50326,427,350,324,False,False,False,0.9208468499074467,0.9077518268832855,0.9477310663394427,0.0002782636349125,0.0003577959767759,0.0002782636349125,2.7259280000000103,1.7146259999999955,3.327544000000003,67.09078199999999,51.10523,84.44309200000001,2.719171000000003,1.707445,3.3172810000000084
50,4,101,54024,30833,728964,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999814897,0.9999999999675672,0.9567921049586031,0.0,0.0,0.0,0.0266489999999999,0.00234,0.098274,0.141057,0.0066479999999999,0.190763,0.021755,0.0019989999999999,0.089483
50,4,106,62788,32179,760768,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999840734,0.9999999999689239,0.9567910322188147,0.0,0.0,0.0,0.0282219999999999,0.004311,0.0953369999999999,0.133417,0.010889,0.20534,0.023702,0.0020279999999999,0.0865969999999999
50,4,111,65988,34250,809238,0.002189708368478443,0.002888446212262504,0.0023882973406425543,10047,10040,10049,10069,10069,10073,349,313,382,False,False,False,0.9365945323250199,0.918102189754216,0.9490656642409908,0.0021897083704399,0.0028884462148517,0.0023882973427815,2.279102999999992,2.2835079999999834,3.413695000000004,117.370002,174.688497,95.259609,2.267220000000009,2.2676859999999976,3.4072869999999966
50,4,116,53134,28684,679042,0.002864832014181064,0.0034746351602895804,0.0027777777753665123,11519,11512,11520,11552,11552,11552,301,298,262,False,False,False,0.8594873338943146,0.8382373448320235,0.933176445638218,0.0028648320164194,0.003474635163006,0.0027777777775366,2.197855999999988,1.1530419999999992,2.429105000000007,127.313476,83.134237,93.649064,2.1914019999999965,1.148533999999998,2.4165469999999942
50,4,121,55798,31352,741450,0.001135981150649621,0.0011782528188948609,0.001009761022799663,23768,23764,23768,23795,23792,23792,313,348,353,False,False,False,0.8817699558965953,0.8827507016814636,0.9402549059263062,0.0011359811510797,0.001178252819341,0.001009761023182,2.0234340000000017,2.771617999999989,2.4723809999999986,56.042587,96.980774,83.468396,2.018144999999997,2.767455999999996,2.467915000000005
100,2,1,328070,264800,13112851,0.007543753749113597,0.007543753749113597,0.007543753749113597,3314,3314,3314,3339,3339,3339,534,484,546,False,False,False,0.41425610387900674,0.267477341388718,0.6805776257199383,0.0075437537696005,0.0075437537696005,0.0075437537696005,15.277699000000013,1.3329239999999911,69.576491,170.390242,144.921598,221.604799,15.271633999999978,1.3268390000000068,69.572327
100,2,6,365770,256762,12714869,0.0006852891265222265,0.0006852891265222265,0.0006852891265222265,30644,30644,30644,30665,30665,30665,794,867,912,False,False,False,0.633455450144535,0.5320491349945394,0.8175460557241433,0.0006852891267234,0.0006852891267234,0.0006852891267234,21.54692300000002,4.82741200000001,92.76678,213.954935,214.594725,302.203221,21.535462000000024,4.823995999999994,92.76161599999998
100,2,11,332056,248432,12302534,0.0,4.260304611325987e-05,3.1951944272406096e-05,93894,93890,93891,93894,93894,93894,1119,1540,1310,True,False,False,0.9999999999969884,0.8044173053358488,0.9346441960655476,0.0,4.260304611734367e-05,3.195194427546888e-05,27.221003,15.342810999999983,101.831539,410.313454,311.624797,348.523271,27.177475000000012,15.335354999999993,101.824066
100,2,16,350432,262251,12986625,0.00020568553073058136,0.0002200388416284769,0.00018654842365689687,209057,209054,209061,209100,209100,209100,1265,1705,1681,False,False,False,0.9167256414913115,0.9093883340734281,0.9751379592464574,0.0002056855307394,0.0002200388416379,0.0001865484236649,27.650680999999963,30.601920000000007,112.75906199999996,346.551856,488.191565,397.9451820000001,27.62834399999997,30.59347200000002,112.738917
100,2,21,298008,284692,14097404,4.805445005945527e-05,5.679199494864055e-05,5.023874324397596e-05,457814,457811,457814,457836,457837,457837,1816,2026,1936,False,False,False,0.9164082843382848,0.9322425638903368,0.9764245956205145,4.805445006039996e-05,5.6791994949757015e-05,5.023874324496359e-05,35.956717,42.83238000000003,107.18522499999996,211.486394,288.510784,299.58202800000004,35.94746599999999,42.82164599999999,107.17010599999998
100,2,26,408390,281558,13942372,0.0,0.35294112456748167,0.2105262880886463,92,68,76,92,92,92,413,302,349,True,False,False,0.9999999999975513,0.2052791964703355,0.5672658856039297,0.0,0.3529411712802769,0.2105263130193906,12.145740000000018,0.8005119999999977,87.909028,157.455548,92.673445,239.027369,12.102153999999985,0.7979739999999964,87.90838
100,2,31,408630,263918,13069192,0.0003143418465113227,0.0003143418465113227,0.0003143418465113227,12725,12725,12725,12729,12729,12729,723,737,881,False,False,False,0.6110099601091182,0.5188808645089805,0.7566989604253456,0.0003143418467336,0.0003143418467336,0.0003143418467336,22.442624999999964,2.464306000000022,159.026226,278.574008,200.152954,445.41004,22.43676799999997,2.4606019999999944,159.02414199999998
100,2,36,411536,252648,12511327,0.0017145685294102293,0.002051100698072478,0.0016968625715074038,56574,56555,56575,56671,56671,56671,1167,1023,1218,False,False,False,0.785683391001551,0.7372470789369509,0.9081293295266835,0.0017145685296829,0.0020511006983988,0.0016968625717773,40.89972,8.293228,160.81566000000004,448.000639,272.134833,469.329546,40.88207700000004,8.286559000000011,160.805383
100,2,41,457764,294297,14572902,0.0008159145392263148,0.001043178328767612,0.0008916142001803579,237770,237735,237771,237964,237983,237983,1546,1557,1485,False,False,False,0.8594537796749866,0.8205282418753146,0.9655226529348124,0.0008159145392571,0.0010431783288071,0.0008916142002141,56.316895000000045,35.63046800000001,112.831372,423.172111,306.617432,405.386687,56.28866199999999,35.61874399999999,112.81878
100,2,46,339200,270776,13408562,6.385937692018384e-05,8.04166528677899e-05,6.385937692018384e-05,422804,422798,422804,422831,422832,422831,1109,1668,1368,False,False,False,0.9155070754689991,0.9141689071375817,0.9756590602332319,6.385937692154317e-05,8.04166528695017e-05,6.385937692154317e-05,21.56536200000005,34.19814000000002,102.96771,285.093674,285.02297400000003,358.894964,21.554007000000013,34.184222000000005,102.94825
100,2,51,397520,264799,13112751,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999974843,0.9999999999962236,0.9796000091818277,0.0,0.0,0.0,0.315895,0.0443119999999999,3.899839000000001,1.797143,0.1008059999999999,8.233770999999999,0.271668,0.0379869999999999,3.763382
100,2,56,443922,255098,12632602,0.012843668447032575,0.01528867428024809,0.012843668447032575,4983,4971,4983,5047,5047,5047,711,571,646,False,False,False,0.5327737755719861,0.4744059145878274,0.6615549987246759,0.01284366847023,0.0152886743079282,0.01284366847023,30.369643,2.160696000000001,78.495631,253.487351,184.088122,323.35827,30.36272600000001,2.155606000000006,78.489472
100,2,61,425872,243041,12035629,0.0035674175852618488,0.004474322238379034,0.0033022917897755997,45411,45370,45423,45573,45573,45573,1158,1077,1244,False,False,False,0.8297493143460247,0.7877806625187199,0.9568143883463874,0.0035674175859688,0.0044743222392666,0.0033022917904299,31.08660800000001,16.84496299999995,117.28904699999998,502.984092,369.673341,615.665432,31.06426799999997,16.829364999999996,117.27447299999994
100,2,66,382110,229127,11346987,0.0008702187412784131,0.0010999097914840149,0.0008464788063188077,126405,126374,126406,126515,126513,126513,1187,1365,1347,False,False,False,0.8612441443540833,0.8276981761170543,0.9672063605959038,0.0008702187413403,0.0010999097915623,0.000846478806379,22.472955000000013,23.46948599999996,94.13883800000002,343.835042,712.568749,408.182995,22.45632599999999,23.45149800000001,94.12224499999996
100,2,71,374002,263133,13030284,1.5276504735249724e-05,2.7498044582656126e-05,1.5276504735249724e-05,327300,327296,327300,327305,327305,327305,1841,1984,1649,False,False,False,0.9774172330603114,0.962722273523417,0.9788485807369218,1.5276504735669795e-05,2.749804458341227e-05,1.5276504735669795e-05,41.447310000000016,38.714878,86.580511,383.821322,272.79949,450.514891,41.42880600000001,38.70136199999999,86.558764
100,2,76,411188,248921,12326689,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999975681,0.9999999999959827,0.9796003614595145,0.0,0.0,0.0,0.266947,0.0381519999999999,3.616259,1.737601,0.072659,7.430749,0.2310700000000001,0.03326,3.519495
100,2,81,438794,239319,11851491,0.14791403099982262,0.1596423989828557,0.1464646446153454,791,783,792,908,908,908,1543,898,1263,False,False,False,0.6119067261616797,0.5598886841389112,0.8112602034629388,0.1479140326827888,0.1596424008178258,0.1464646462797163,48.239892,10.215499999999963,198.597838,324.46683,391.301403,614.289899,48.23572199999995,10.207067999999992,198.591313
100,2,86,492908,259802,12865450,0.010744075564617997,0.014462295712617233,0.01032949429383006,36206,36163,36207,36595,36686,36581,1118,1302,1352,False,False,False,0.7686992298750097,0.71228473991458,0.9386965088666981,0.0107440755672887,0.0144622957162165,0.0103294942963976,34.39660099999992,22.47460000000001,151.91401799999994,1310.125344,499.015099,937.741013,34.344269999999824,22.46003200000001,151.892601
100,2,91,422330,244415,12103743,0.0026314164889780366,0.0029022870946329078,0.0024921685722503455,129588,129553,129606,129929,129929,129929,1252,1277,1278,False,False,False,0.8005374943745399,0.7648262177003669,0.956088129101803,0.0026314164891607,0.0029022870948345,0.0024921685724234,43.13101,23.74803900000001,90.490966,398.724259,415.895799,446.60738,43.11175000000003,23.71575100000001,90.468249
100,2,96,367624,247354,12249173,0.00023609034389564452,0.00036992436225945376,0.00021248130950608007,254140,254106,254140,254200,254200,254194,1553,1545,1422,False,False,False,0.8973353208688841,0.8688236292889185,0.973397877554593,0.000236090343904,0.0003699243622725,0.0002124813095136,37.98179099999999,26.410230999999957,89.68014299999999,316.51308,360.136397,391.285903,37.970447999999976,26.398121000000003,89.65919500000001
100,2,101,423494,242750,12021376,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999976387,0.9999999999958805,0.9796008377076817,0.0,0.0,0.0,0.2189679999999998,0.023356,2.7553940000000003,1.350359,0.051955,5.811659000000001,0.192242,0.019867,2.6929920000000003
100,2,106,490550,255587,12656757,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999979614,0.9999999999960875,0.9796003036164019,0.0,0.0,0.0,0.2553270000000001,0.0260209999999999,2.940557,1.5818599999999998,0.065513,6.262886000000001,0.2228369999999999,0.0227159999999999,2.88993
100,2,111,524504,266956,13219573,0.0025832410744160038,0.0035142894579042578,0.0026308584214098474,84003,83943,84003,84220,84238,84224,1404,1320,1314,False,False,False,0.8439744978096564,0.7969215900717836,0.9606233877598799,0.0025832410746927,0.003514289458281,0.0026308584216917,44.289949999999976,20.59851900000001,100.21570300000008,560.591507,695.112713,938.249565,44.26399200000003,20.570707000000084,100.18044599999996
100,2,116,456954,249903,12375399,0.0005285605881922412,0.0007274782672028996,0.0005285605881922412,191085,191071,191085,191186,191210,191186,1554,1508,1410,False,False,False,0.8905032016332267,0.862830778338544,0.9705570705234658,0.0005285605882171,0.0007274782672371,0.0005285605882171,49.73369000000002,24.377141999999992,95.59381499999996,733.36515,334.318437,694.9479650000001,49.71796299999994,24.363950999999982,95.57577600000002
100,2,121,418800,256861,12719820,0.00026864610627356253,0.0003389326102630889,0.00026451308925396925,241954,241936,241954,242019,242018,242018,1726,1710,1542,False,False,False,0.9098471824238065,0.8946395131962631,0.9738475072759698,0.0002686461062835,0.0003389326102756,0.0002645130892638,43.61996700000003,28.58664600000003,105.32416899999998,425.995954,345.551052,390.934874,43.615365,28.576250000000016,105.31376600000004
100,4,1,192376,134800,6546551,0.0055276381631776976,0.0055276381631776976,0.0055276381631776976,1990,1990,1990,2001,2001,2001,436,295,357,False,False,False,0.4222200274440563,0.27293768545791586,0.5752438192262498,0.005527638188177,0.005527638188177,0.005527638188177,8.64894099999998,1.0947330000000193,25.833421000000016,252.27733,239.862189,183.141013,8.641249999999985,1.078756999999996,25.82699500000001
100,4,6,202342,130762,6350609,0.0,0.0,0.0,16893,16893,16893,16893,16893,16893,673,761,695,True,True,True,0.9999999999950578,0.9999999999923526,0.9791955385694538,0.0,0.0,0.0,10.079239,5.667490999999984,40.019789,239.94535,250.424947,404.244134,10.060782999999986,5.653687999999988,39.96863400000001
100,4,11,198726,126732,6155467,0.000876563869456418,0.000796907996812984,0.0008366867204198002,50196,50194,50198,50240,50234,50240,732,684,794,False,False,False,0.7647414027315764,0.7350156235147002,0.9058864258388671,0.0008765638696135,0.0007969079969558,0.0008366867205698,10.071818000000007,7.9105429999999615,66.26719500000002,404.028731,476.138307,581.340147,10.056673999999989,7.895383000000038,66.24462600000004
100,4,16,208894,133451,6480937,0.0010807963379095404,0.0010808159705472365,0.0010080828261730922,110104,110102,110110,110223,110221,110221,845,884,822,False,False,False,0.8021819678841796,0.8025417568935224,0.9531509101228799,0.0010807963379978,0.0010808159706355,0.0010080828262554,14.157443999999998,21.477602999999988,31.373745999999983,461.996667,317.745945,656.689857,14.123977000000025,21.45842399999998,31.34937400000001
100,4,21,216278,144492,7015902,1.2637485308390975e-05,2.1062564239933672e-05,1.6849980411187968e-05,237389,237388,237389,237392,237393,237393,1140,1251,1164,False,False,False,0.9583082884021569,0.9582122193549939,0.9764637533419115,1.2637485308870093e-05,2.1062564240732207e-05,1.684998041182679e-05,32.776589,25.951094999999956,39.077214,295.90933,365.894755,263.835927,32.75921999999997,25.93516900000003,39.06574499999997
100,4,26,223354,142958,6941686,0.0,0.0,0.0,141,141,141,141,141,141,389,249,303,True,True,True,0.9999999999955228,0.9999999999930049,0.9791917986493512,0.0,0.0,0.0,5.918182999999999,0.4461239999999975,39.100168,137.95126000000002,130.475277,165.121629,5.899843000000004,0.4420929999999998,39.03769
100,4,31,219304,134318,6523096,0.007062146882680584,0.007062146882680584,0.007062146882680584,7080,7080,7080,7130,7130,7130,556,422,532,False,False,False,0.5644493488465123,0.4969326523586047,0.6855945397705805,0.0070621468916578,0.0070621468916578,0.0070621468916578,11.278043000000023,3.738607000000002,34.33242199999998,201.566832,200.914451,229.293198,11.272828000000004,3.725037000000015,34.331773
100,4,36,223618,128848,6258189,0.0005849283460875026,0.0005849283460875026,0.0005849283460875026,30773,30773,30773,30791,30791,30791,720,885,821,False,False,False,0.827871638236511,0.7997097354960907,0.9169919604535886,0.0005849283462585,0.0005849283462585,0.0005849283462585,16.381830999999977,12.338115000000016,41.69934699999999,336.216482,320.326031,359.978955,16.367115000000013,12.328386000000023,41.68264499999998
100,4,41,258378,149197,7243901,0.0004994846586458824,0.0005550137563683853,0.0004360580353257704,126130,126123,126130,126193,126193,126185,1066,727,626,False,False,False,0.8762936472885605,0.8666930300149017,0.964900265754465,0.0004994846586815,0.0005550137564079,0.0004360580353568,28.94318099999998,16.642442999999957,45.24299900000005,522.656547,697.039396,832.312073,28.919790000000035,16.579001999999946,45.17550200000005
100,4,46,213510,137676,6685681,4.555269079537036e-05,5.010818813118742e-05,4.555269079537036e-05,219526,219525,219526,219536,219536,219536,824,855,946,False,False,False,0.9252821881835732,0.9321886167456042,0.9737545060853227,4.55526907972379e-05,5.0108188133241735e-05,4.55526907972379e-05,19.67624699999999,22.111403999999997,44.886505,333.182147,403.754916,421.804993,19.630934000000025,22.06805700000001,44.86139199999997
100,4,51,211884,134799,6546451,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999952804,0.9999999999925815,0.9791948339640854,0.0,0.0,0.0,0.144681,0.0209579999999999,1.807804,0.982447,0.0828769999999999,3.647486,0.1247639999999999,0.0178419999999999,1.766933
100,4,56,228968,129998,6313801,0.01820589202844789,0.01820589202844789,0.01820589202844789,3021,3021,3021,3076,3076,3076,530,476,557,False,False,False,0.5496051850016177,0.48304589301002293,0.652908129350188,0.0182058920826859,0.0182058920826859,0.0182058920826859,11.177208000000007,1.6163990000000013,59.983139,337.041779,261.6872,284.756483,11.169429000000036,1.6135750000000255,59.977427000000006
100,4,61,224120,124041,6024939,0.0030235839536288714,0.0033474490811262556,0.002217294899327839,24805,24795,24805,24880,24878,24860,698,648,619,False,False,False,0.8425977155057889,0.8214945058422498,0.9626841035235439,0.0030235839547259,0.0033474490823413,0.0022172949001323,11.480193999999983,8.42356200000006,24.19958900000006,709.677569,663.076298,787.4624610000001,11.448128999999994,8.377895999999964,24.158120000000054
100,4,66,209266,117327,5699969,0.0006622808953063004,0.0005299027038977431,0.0003384991242676646,67947,67937,67947,67992,67973,67970,734,937,880,False,False,False,0.872693127403053,0.8863603433064311,0.9703600142385036,0.000662280895394,0.0005299027039679,0.0003384991243125,19.83872700000001,25.14378499999998,34.33504800000003,440.895303,553.989379,362.295412,19.799189000000013,25.10286199999996,34.308762
100,4,71,220424,133933,6504392,0.00011718246480909908,0.00014062142952577642,0.00011718246480909908,170674,170671,170674,170694,170695,170694,1196,1173,958,False,False,False,0.907891155223987,0.9037130505483808,0.9703812439347181,0.0001171824648152,0.0001406214295331,0.0001171824648152,34.70848000000001,23.983521,45.74365599999999,408.820618,441.631199,479.818597,34.693715999999995,23.96435400000001,45.711479
100,4,76,215486,126921,6164469,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999953593,0.9999999999921212,0.979196910552883,0.0,0.0,0.0,0.152861,0.021472,1.7676599999999998,0.942356,0.065956,3.443354,0.13109,0.016631,1.6926230000000002
100,4,81,225432,122219,5936770,0.08620689540839661,0.08620689540839661,0.08620689540839661,754,754,754,819,819,819,943,698,1086,False,False,False,0.6499831434727545,0.6070823685302034,0.8118871035932314,0.0862068964373913,0.0862068964373913,0.0862068964373913,20.814123999999996,9.93729000000002,79.46374600000001,416.080936,392.676071,637.700516,20.809348,9.925045000000011,79.458392
100,4,86,255524,132302,6425425,0.004150551832774949,0.00651558073346762,0.004620897772245899,21202,21180,21208,21290,21318,21306,614,625,801,False,False,False,0.8657856013491265,0.8097156505509386,0.9567678402594448,0.0041505518345368,0.0065155807362362,0.0046208977742068,16.938619000000017,10.229120999999964,36.90491099999997,1299.479666,744.202272,649.398516,16.868089000000055,10.160871999999928,36.87560499999995
100,4,91,232194,124815,6062747,0.0004250375449229212,0.0005384419190440613,0.0004675412994152133,70582,70574,70582,70612,70612,70615,1008,984,1048,False,False,False,0.9173535922508017,0.8983535632664476,0.9695667656920255,0.0004250375449771,0.0005384419191127,0.0004675412994748,34.26917800000001,20.278517999999963,46.07986600000004,504.614407,516.730134,401.428968,34.23383200000001,20.25208200000003,46.06328000000002
100,4,96,208552,126154,6127361,0.00014224644569987152,0.00019466760504977746,0.00011978558379602122,133571,133561,133572,133590,133587,133588,721,709,694,False,False,False,0.9132542483365623,0.9073116983931757,0.9727669056872978,0.0001422464457094,0.0001946676050628,0.000119785583804,25.732893999999987,12.840516000000036,32.34968600000002,371.969975,447.839486,633.491492,25.67452499999996,12.766258999999993,32.31787900000006
100,4,101,220034,123950,6020788,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.9999999999954552,0.9999999999919322,0.9791990682945523,0.0,0.0,0.0,0.1235359999999999,0.013375,1.3389920000000002,0.749855,0.045618,2.974375,0.1069439999999999,0.010726,1.3143909999999996
100,4,106,251442,130187,6322803,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,True,True,True,0.999999999996023,0.9999999999923188,0.9791959357264525,0.0,0.0,0.0,0.175152,0.015536,1.3602060000000002,0.8830210000000001,0.051446,3.024973,0.150236,0.0119809999999999,1.3315159999999997
100,4,111,268360,135856,6597712,0.0030890681304511177,0.002896560601863119,0.0023597048218723816,46616,46607,46616,46760,46742,46726,969,649,728,False,False,False,0.8106386942882299,0.8105346837768627,0.9558181684800797,0.0030890681310475,0.0028965606024224,0.0023597048223279,24.782104000000004,7.371297000000027,50.973903000000064,466.590597,675.937789,674.0545030000001,24.75276500000001,7.323699999999917,50.90397299999995
